"","line","movie"
"170","Schofield breaks the bread in half. As he does this, they","1917"
"171","move down a slope, and begin to descend down into the earth,","1917"
"172","into--","1917"
"173","","1917"
"174","","1917"
"175","EXT. COMMS TRENCH - DAY - CONTINUOUS","1917"
"176","","1917"
"177","A narrow Comms trench.","1917"
"178","","1917"
"179","                     SCHOFIELD","1917"
"180","          Here-","1917"
"181","","1917"
"182","The bread is stale, practically cardboard. Blake’s teeth","1917"
"183","struggle to get through it.","1917"
"184","","1917"
"185","                    BLAKE","1917"
"186","              (mouth full of food)","1917"
"187","          Tastes like old shoe.","1917"
"188","","1917"
"189","                    SCHOFIELD","1917"
"190","          Cheer up. This time next week it’ll","1917"
"191","          be chicken dinner.","1917"
"192","","1917"
"193","The trench drops deeper into the earth...","1917"
"194","","1917"
"195","                    BLAKE","1917"
"196","          Not me. Leave got cancelled.","1917"
"197","","1917"
"198","                    SCHOFIELD","1917"
"199","          They say why?","1917"
"200","","1917"
"201","                     BLAKE","1917"
"202","          No idea.","1917"
"203","","1917"
"204","A beat. The world above has now disappeared.","1917"
"205","","1917"
"206","                    SCHOFIELD","1917"
"207","          It’s easier not to go back at all.","1917"
"208","","1917"
"209","Blake registers this - looks at him.","1917"
"210","","1917"
"211","The wider Rear Trench crosses their path. Chains of soldiers","1917"
"212","move past them - shifting crates, ammunition, cooking, and","1917"
"213","medical supplies.","1917"
"214","","1917"
"215","","1917"
"216","","1917"
"217","","1917"
"218","                                                  (CONTINUED)","1917"
"219","                                                          4.","1917"
"220","","1917"
"221","CONTINUED:","1917"
"222","","1917"
"223","                       BLAKE","1917"
"224","                 (looking at the soldiers)","1917"
"225","             Something’s up.","1917"
"226","","1917"
"227","Expectation is growing in Blake. But Schofield looks","1917"
"228","concerned. They cut a route through the bustle.","1917"
"229","","1917"
"230","                       BLAKE (CONT'D)","1917"
"231","             Did you hear anything?","1917"
"232","","1917"
"233","                       SCHOFIELD","1917"
"234","             No.","1917"
"235","","1917"
"236","                       BLAKE","1917"
"237","             Has to be the push, right?","1917"
"238","","1917"
"239","Men carrying things push past them. Blake watches.","1917"
"240","","1917"
"241","                       BLAKE (CONT'D)","1917"
"242","             Ten bob says we’re going up.","1917"
"243","","1917"
"244","                       SCHOFIELD","1917"
"245","             I’m not taking that bet.","1917"
"246","","1917"
"247","                       BLAKE","1917"
"248","             Why? ‘Cos you know I’m right?","1917"
"249","","1917"
"250","                       SCHOFIELD","1917"
"251","             No. ‘Cos you haven’t got ten bob.","1917"
"252","","1917"
"253","Blake laughs.","1917"
"254","","1917"
"255","They follow Sanders into-","1917"
"256","","1917"
"257","EXT. SECOND TRENCH - CONTINUOUS","1917"
"258","","1917"
"259","They turn into a wider second line trench.","1917"
"260","","1917"
"261","                       SERGEANT SANDERS","1917"
"262","             In your own time, gentlemen...","1917"
"263","","1917"
"264","Up ahead, Sanders waits.","1917"
"265","","1917"
"266","Blake and Schofield put on speed, catch Sanders.","1917"
"267","","1917"
"268","                       BLAKE","1917"
"269","             Is there news, Sarge?","1917"
"270","","1917"
"271","                       SERGEANT SANDERS","1917"
"272","             News of what?","1917"
"273","","1917"
"274","","1917"
"275","","1917"
"276","                                                     (CONTINUED)","1917"
"277","                                                        5.","1917"
"278","","1917"
"279","CONTINUED:","1917"
"280","","1917"
"281","                       BLAKE","1917"
"282","             The big push. It was supposed to","1917"
"283","             happen weeks ago. They told us we’d","1917"
"284","             be home by Christmas.","1917"
"285","","1917"
"286","                       SERGEANT SANDERS","1917"
"287","                 (mild sarcasm)","1917"
"288","             Yes, well, sorry to disrupt your","1917"
"289","             crowded schedule, Blake, but the","1917"
"290","             Brass Hats didn’t fancy it in the","1917"
"291","             snow.","1917"
"292","","1917"
"293","                       BLAKE","1917"
"294","             More’s the pity Sarge, I could have","1917"
"295","             done with some turkey.","1917"
"296","","1917"
"297","                       SERGEANT SANDERS","1917"
"298","             Well, I’ll make sure to relay your","1917"
"299","             displeasure to command.","1917"
"300","","1917"
"301","Ahead and above them is a web of telegraph wires - stretching","1917"
"302","overhead and along the trench. THREE ROYAL ENGINEERS are","1917"
"303","working on them, tagging and testing. They duck around them.","1917"
"304","","1917"
"305","                       SCHOFIELD","1917"
"306","             So what’s on the cards then,","1917"
"307","             Sergeant?","1917"
"308","","1917"
"309","                       SERGEANT SANDERS","1917"
"310","             The Hun are up to something.","1917"
"311","","1917"
"312","                       SCHOFIELD","1917"
"313","             Any idea what?","1917"
"314","","1917"
"315","                       SERGEANT SANDERS","1917"
"316","             No - but it’s bound to ruin our","1917"
"317","             weekend.","1917"
"318","","1917"
"319","Sanders turns a corner, and comes to a stop. Just beyond him","1917"
"320","is the dark, yawning mouth of a Dugout.","1917"
"321","","1917"
"322","                       SERGEANT SANDERS (CONT'D)","1917"
"323","             Now listen, Erinmore is inside, so","1917"
"324","             tidy yourselves up.","1917"
"325","","1917"
"326","They are suddenly alert.","1917"
"327","","1917"
"328","                       SERGEANT SANDERS (CONT'D)","1917"
"329","             You never know - might be mentions","1917"
"330","             in dispatches for this one, if you","1917"
"331","             don’t bugger it up.","1917"
"332","","1917"
"333","","1917"
"334","","1917"
"335","                                                   (CONTINUED)","1917"
"336","                                                          6.","1917"
"337","","1917"
"338","CONTINUED: (2)","1917"
"339","","1917"
"340","Sanders gives them a look, and disappears inside the dugout.","1917"
"341","","1917"
"342","Schofield quickly buttons up his tunic, hiding any sins there","1917"
"343","may be underneath.","1917"
"344","","1917"
"345","Blake nervously tidies himself, leans in to Schofield.","1917"
"346","","1917"
"347","                    BLAKE","1917"
"348","          Must be something big if the","1917"
"349","          General’s here.","1917"
"350","","1917"
"351","They enter.","1917"
"352","","1917"
"353","","1917"
"354","INT. DUGOUT - CONTINUOUS","1917"
"355","","1917"
"356","Lit by paraffin lamps, it takes Schofield a moment for his","1917"
"357","eyes to adjust to the half-light. He and Blake hand their","1917"
"358","rifles to the ORDERLIES, salute, and stand at attention.","1917"
"359","","1917"
"360","There is a simmering sense of unease in this place.","1917"
"361","","1917"
"362","In the centre of the room, there are two tables. On one table","1917"
"363","lie several maps, on the other are a number of large aerial","1917"
"364","reconnaissance photographs.","1917"
"365","","1917"
"366","GENERAL ERINMORE (50s), LIEUTENANT GORDON (40s) and a CAPTAIN","1917"
"367","are gathered around the far table, looking down at the","1917"
"368","aerials, talking in hushed tones.","1917"
"369","","1917"
"370","Other men watch from the shadows - TWO NCOs and ANOTHER","1917"
"371","ORDERLY.","1917"
"372","","1917"
"373","                    SERGEANT SANDERS","1917"
"374","          Lance Corporals Blake and","1917"
"375","          Schofield, Sir.","1917"
"376","","1917"
"377","General Erinmore turns around. Looks at Blake and Schofield.","1917"
"378","","1917"
"379","                    GENERAL ERINMORE","1917"
"380","          Which one of you is Blake?","1917"
"381","","1917"
"382","                    BLAKE","1917"
"383","          Sir.","1917"
"384","","1917"
"385","                    ERINMORE","1917"
"386","          You have a brother, a Lieutenant in","1917"
"387","          the 2nd Devons?","1917"
"388","","1917"
"389","                    BLAKE","1917"
"390","          Yes, sir. Joseph Blake. Is he-","1917"
"391","","1917"
"392","","1917"
"393","","1917"
"394","                                                  (CONTINUED)","1917"
"395","                                                        7.","1917"
"396","","1917"
"397","CONTINUED:","1917"
"398","","1917"
"399","                       ERINMORE","1917"
"400","             Alive, as far as I know. And with","1917"
"401","             your help I’d like to keep it that","1917"
"402","             way.","1917"
"403","","1917"
"404","Blake stares at Erinmore, he would do anything.","1917"
"405","","1917"
"406","                       ERINMORE (CONT'D)","1917"
"407","             Sanders tells me you’re good with","1917"
"408","             maps. That true?","1917"
"409","","1917"
"410","                       BLAKE","1917"
"411","             Good enough, Sir.","1917"
"412","","1917"
"413","                       ERINMORE","1917"
"414","             So.","1917"
"415","","1917"
"416","Erinmore turns the map to face Blake. The British lines are","1917"
"417","marked in blue, the German lines in red.","1917"
"418","","1917"
"419","                       ERINMORE (CONT'D)","1917"
"420","             We are here. The 2nd Devons are","1917"
"421","             advancing here.","1917"
"422","","1917"
"423","He points out a cross on the map at Croisilles Wood.","1917"
"424","","1917"
"425","                       ERINMORE (CONT'D)","1917"
"426","             How long will it take you to get","1917"
"427","             there?","1917"
"428","","1917"
"429","Blake hesitantly studies it. Croisilles Wood sits in the","1917"
"430","centre of a huge area of land, which is scored as occupied","1917"
"431","territory.","1917"
"432","","1917"
"433","                       BLAKE","1917"
"434","             I don’t understand, Sir.","1917"
"435","","1917"
"436","                       SCHOFIELD","1917"
"437","             Sir, that land is held by the","1917"
"438","             Germans.","1917"
"439","","1917"
"440","                       ERINMORE","1917"
"441","             Germans have gone.","1917"
"442","","1917"
"443","Shock plays on their faces.","1917"
"444","","1917"
"445","                       ERINMORE (CONT'D)","1917"
"446","             Don’t get your hopes up. It appears","1917"
"447","             to be a strategic withdrawal. They","1917"
"448","             seem to have created a new line,","1917"
"449","             nine miles back here, by the looks","1917"
"450","             of it.","1917"
"451","","1917"
"452","","1917"
"453","                                                   (CONTINUED)","1917"
"454","                                                          8.","1917"
"455","","1917"
"456","CONTINUED: (2)","1917"
"457","","1917"
"458","Erinmore runs his finger along the massed red lines of the","1917"
"459","German trenches and fortifications, newly drawn on the map.","1917"
"460","","1917"
"461","The new German Line - what came to be known as the Hindenburg","1917"
"462","Line - is huge, and cuts its way across the paper, almost","1917"
"463","intersecting with Croisilles Wood.","1917"
"464","","1917"
"465","                    ERINMORE (CONT'D)","1917"
"466","          Colonel Mackenzie is in command of","1917"
"467","          the 2nd. He sent word yesterday","1917"
"468","          morning that he was going after the","1917"
"469","          retreating Germans. He is convinced","1917"
"470","          he has them on the run - that if he","1917"
"471","          can break their lines now, he will","1917"
"472","          turn the tide. He is wrong.","1917"
"473","","1917"
"474","Schofield watches Blake as he begins to register what this","1917"
"475","might mean.","1917"
"476","","1917"
"477","                    ERINMORE (CONT'D)","1917"
"478","          Colonel Mackenzie has not seen","1917"
"479","          these aerials of the enemy’s new","1917"
"480","          line.","1917"
"481","","1917"
"482","Erinmore turns to the other table.","1917"
"483","","1917"
"484","                    ERINMORE (CONT'D)","1917"
"485","          Come round here, Gentlemen.","1917"
"486","","1917"
"487","Blake and Schofield move to the next table. They look down at","1917"
"488","the large aerial photographs.","1917"
"489","","1917"
"490","                    ERINMORE (CONT'D)","1917"
"491","          Three miles deep. Field","1917"
"492","          fortifications, defences and","1917"
"493","          artillery the like of which we’ve","1917"
"494","          never seen before.","1917"
"495","","1917"
"496","Beat.","1917"
"497","","1917"
"498","                    ERINMORE (CONT'D)","1917"
"499","          The 2nd are due to attack the line","1917"
"500","          shortly after dawn tomorrow. They","1917"
"501","          have no idea what they are in for.","1917"
"502","          And we can’t warn them - as a","1917"
"503","          parting gift, the enemy cut all our","1917"
"504","          telephone lines.","1917"
"505","","1917"
"506","Blake and Schofield are silent while they take this in.","1917"
"507","","1917"
"508","","1917"
"509","","1917"
"510","","1917"
"511","                                                  (CONTINUED)","1917"
"512","                                                          9.","1917"
"513","","1917"
"514","CONTINUED: (3)","1917"
"515","","1917"
"516","                    ERINMORE (CONT'D)","1917"
"517","          Your orders are to get to the 2nd","1917"
"518","          at Croisilles Wood, one mile south","1917"
"519","          east of the town of Ecoust.","1917"
"520","","1917"
"521","Erinmore hands over an envelope to Blake. We see the","1917"
"522","distinctive red stamp of Army Command.","1917"
"523","","1917"
"524","                    ERINMORE (CONT'D)","1917"
"525","          Deliver this to Colonel Mackenzie.","1917"
"526","          It is a direct order to call off","1917"
"527","          tomorrow morning’s attack.","1917"
"528","","1917"
"529","Erinmore speaks slowly, desperate to impress upon Blake and","1917"
"530","Schofield the gravity of this situation. Nothing can be","1917"
"531","misunderstood.","1917"
"532","","1917"
"533","                    ERINMORE (CONT'D)","1917"
"534","          If you don’t, it will be a","1917"
"535","          massacre. We would lose two","1917"
"536","          battalions. Sixteen hundred men,","1917"
"537","          your brother among them.","1917"
"538","","1917"
"539","Schofield hides his shock. But Blake looks at Erinmore,","1917"
"540","determination etched in his face: understood.","1917"
"541","","1917"
"542","                    ERINMORE (CONT'D)","1917"
"543","          Do you think you can get there in","1917"
"544","          time?","1917"
"545","","1917"
"546","                      BLAKE","1917"
"547","          Yes, Sir.","1917"
"548","","1917"
"549","                    ERINMORE","1917"
"550","          Any questions?","1917"
"551","","1917"
"552","                      BLAKE","1917"
"553","          No, Sir.","1917"
"554","","1917"
"555","Schofield eyes flick to Blake: No questions? Blake purposely","1917"
"556","doesn’t catch Schofield’s eye.","1917"
"557","","1917"
"558","                    ERINMORE","1917"
"559","          Good. Over to you, Lieutenant.","1917"
"560","","1917"
"561","The men salute Erinmore. Lieutenant Gordon, stands to one","1917"
"562","side.","1917"
"563","","1917"
"564","                    LIEUTENANT GORDON","1917"
"565","          Supplies, Gentlemen.","1917"
"566","","1917"
"567","","1917"
"568","","1917"
"569","","1917"
"570","                                                  (CONTINUED)","1917"
"571","                                                        10.","1917"
"572","","1917"
"573","CONTINUED: (4)","1917"
"574","","1917"
"575","Lt. Gordon nods them over to a table. Various items are laid","1917"
"576","out on it.","1917"
"577","","1917"
"578","                    LIEUTENANT GORDON (CONT'D)","1917"
"579","          Map, torches, grenades, and a","1917"
"580","          couple of little treats.","1917"
"581","","1917"
"582","They look. A folded map, two electric torches, two grenades","1917"
"583","and two small packs of Huntley and Palmer biscuits lie on the","1917"
"584","table. They take them and start hastily putting them into","1917"
"585","their webbing. While they do:","1917"
"586","","1917"
"587","                    LIEUTENANT GORDON (CONT'D)","1917"
"588","          Leave immediately, take this trench","1917"
"589","          west, up on Sauchiehall Street,","1917"
"590","          then north west on Paradise Alley","1917"
"591","          at the front. Continue along the","1917"
"592","          front line until you find the","1917"
"593","          Yorks.","1917"
"594","","1917"
"595","Gordon slides a note into Blake’s top pocket.","1917"
"596","","1917"
"597","                    LIEUTENANT GORDON (CONT'D)","1917"
"598","          Give this note to Major Stevenson.","1917"
"599","          He’s holding the line at the","1917"
"600","          shortest span of No Man’s Land.","1917"
"601","          You’ll cross there.","1917"
"602","","1917"
"603","Both men turn at the mention of No Man’s Land.","1917"
"604","","1917"
"605","                    SCHOFIELD","1917"
"606","          It will be daylight, Sir. They’ll","1917"
"607","          see us.","1917"
"608","","1917"
"609","                    ERINMORE (O.C.)","1917"
"610","          No need to be concerned. You should","1917"
"611","          meet no resistance.","1917"
"612","","1917"
"613","An Orderly hands them back their rifles.","1917"
"614","","1917"
"615","Blake moves towards the doorway. Schofield turns to Erinmore.","1917"
"616","","1917"
"617","                    SCHOFIELD","1917"
"618","          Sir, is it just us?","1917"
"619","","1917"
"620","Erinmore looks up.","1917"
"621","","1917"
"622","                    ERINMORE","1917"
"623","          “Down to Gehenna or up to the","1917"
"624","          Throne","1917"
"625","                    (MORE)","1917"
"626","","1917"
"627","","1917"
"628","","1917"
"629","                                                  (CONTINUED)","1917"
"630","                                                           11.","1917"
"631","","1917"
"632","CONTINUED: (5)","1917"
"633","                    ERINMORE (CONT'D)","1917"
"634","          He travels the fastest who travels","1917"
"635","          alone.”","1917"
"636","          Wouldn’t you say, Lieutenant?","1917"
"637","","1917"
"638","                    LIEUTENANT GORDON","1917"
"639","          Yes, Sir. I would.","1917"
"640","","1917"
"641","The General looks at them levelly.","1917"
"642","","1917"
"643","                       ERINMORE","1917"
"644","          Good luck.","1917"
"645","","1917"
"646","Blake and Schofield turn and head through the door-","1917"
"647","","1917"
"648","","1917"
"649","EXT. SECOND LINE TRENCH - CONTINUOUS","1917"
"650","","1917"
"651","Schofield’s eyes wince in the daylight. A small curved branch","1917"
"652","leads from the rear of the dugout back to the Second Line.","1917"
"653","","1917"
"654","                    SCHOFIELD","1917"
"655","          Blake - let’s talk about this for a","1917"
"656","          minute.","1917"
"657","","1917"
"658","                       BLAKE","1917"
"659","          Why?","1917"
"660","","1917"
"661","Blake is already off, moving fast.","1917"
"662","","1917"
"663","Schofield moves after him, trying to fill and fasten his","1917"
"664","webbing as he goes.","1917"
"665","","1917"
"666","                       SCHOFIELD","1917"
"667","          Blake!","1917"
"668","","1917"
"669","Blake begins to move faster, setting a punishing pace. Boots","1917"
"670","clattering over the wooden boards.","1917"
"671","","1917"
"672","                    SCHOFIELD (CONT'D)","1917"
"673","          We just need to think about it-","1917"
"674","","1917"
"675","                    BLAKE","1917"
"676","          -There’s nothing to think about.","1917"
"677","          It’s my big brother.","1917"
"678","","1917"
"679","Schofield runs to catch up, he falls in behind Blake,","1917"
"680","breathing heavy.","1917"
"681","","1917"
"682","                    SCHOFIELD","1917"
"683","          We should at least wait till it’s","1917"
"684","          dark-","1917"
"685","","1917"
"686","","1917"
"687","","1917"
"688","                                                  (CONTINUED)","1917"
"689","                                                         12.","1917"
"690","","1917"
"691","CONTINUED:","1917"
"692","","1917"
"693","                       BLAKE","1917"
"694","             Erinmore said to leave immediately.","1917"
"695","","1917"
"696","                       SCHOFIELD","1917"
"697","             Erinmore’s never seen No Man’s","1917"
"698","             Land. We won’t make it ten yards.","1917"
"699","             If we just wait-","1917"
"700","","1917"
"701","                        BLAKE","1917"
"702","             You heard him. He said the Boche","1917"
"703","             have gone.","1917"
"704","","1917"
"705","                       SCHOFIELD","1917"
"706","             Is that why he gave us grenades?","1917"
"707","","1917"
"708","The Second line runs through a small row of derelict railway","1917"
"709","cottages. Braziers have been lit, men mill around queueing to","1917"
"710","collect their rations.","1917"
"711","","1917"
"712","Schofield and Blake push themselves to the edge of the trench","1917"
"713","to get around the crush.","1917"
"714","","1917"
"715","Blake is through and clear, but Schofield bumps into a","1917"
"716","Sergeant.","1917"
"717","","1917"
"718","                       SERGEANT","1917"
"719","             Watch where you’re going!","1917"
"720","","1917"
"721","                       SCHOFIELD","1917"
"722","             Sorry.","1917"
"723","","1917"
"724","Blake keeps pace, Schofield jogs to catch him.","1917"
"725","","1917"
"726","                       SCHOFIELD (CONT'D)","1917"
"727","             All I’m saying is that we wait.","1917"
"728","","1917"
"729","                       BLAKE","1917"
"730","             Yes, you would say that, because","1917"
"731","             it’s not your brother, is it?","1917"
"732","","1917"
"733","Schofield moves alongside Blake again, grabs his arm.","1917"
"734","","1917"
"735","                       SCHOFIELD","1917"
"736","             Look, the last time I was told the","1917"
"737","             Germans were gone, it didn’t end","1917"
"738","             well.","1917"
"739","","1917"
"740","Blake shakes him off, and pushes his way forward, squeezing","1917"
"741","in and out of the lines of traffic - His shoulder and pack","1917"
"742","battering against MEN as he passes them.","1917"
"743","","1917"
"744","","1917"
"745","","1917"
"746","","1917"
"747","                                                   (CONTINUED)","1917"
"748","                                                          13.","1917"
"749","","1917"
"750","CONTINUED: (2)","1917"
"751","","1917"
"752","                    SCHOFIELD (CONT'D)","1917"
"753","          You don’t know, Blake, you weren’t","1917"
"754","          there.","1917"
"755","","1917"
"756","Ahead a group of men are bunched up collecting mail and","1917"
"757","parcels from the post bag. Gumming up the trench.","1917"
"758","","1917"
"759","                    BLAKE","1917"
"760","          Excuse me... Excuse me!","1917"
"761","","1917"
"762","Blake and Schofield squeeze past them.","1917"
"763","","1917"
"764","Another junction. A painted sign: “SAUCHIEHALL STREET” points","1917"
"765","to a smaller branching comms line. Blake turns up it.","1917"
"766","Schofield follows-","1917"
"767","","1917"
"768","","1917"
"769","EXT. SAUCHIEHALL LINE (COMMS “DOWN” TRENCH)- CONTINUOUS","1917"
"770","","1917"
"771","Much narrower. Blake pushes onwards, going against the","1917"
"772","direction of the traffic. Schofield follows after him, single","1917"
"773","file, increasingly frustrated. Soldiers buffet against them.","1917"
"774","","1917"
"775","A Sergeant snarls at them.","1917"
"776","","1917"
"777","                    SERGEANT MILLER","1917"
"778","          You’re going up a down trench you","1917"
"779","          bloody idiots.","1917"
"780","","1917"
"781","                    BLAKE","1917"
"782","          Orders of the General, Sir.","1917"
"783","","1917"
"784","Schofield follows, catching the ire from the men Blake has","1917"
"785","just passed. He checks his watch.","1917"
"786","","1917"
"787","                    SCHOFIELD","1917"
"788","          Alright, say the Boche have gone.","1917"
"789","          Nine miles will take us, what, six","1917"
"790","          hours? Eight at the very most. So","1917"
"791","          we’ve got time to wait until the","1917"
"792","          sun sets. Otherwise we’ll be wide","1917"
"793","          open-","1917"
"794","","1917"
"795","                    BLAKE","1917"
"796","          -It’s enemy territory, we’ve got no","1917"
"797","          idea what we’re walking into-","1917"
"798","","1917"
"799","                    SCHOFIELD","1917"
"800","          -Blake, if we’re not clever about","1917"
"801","          this, no one will get to your","1917"
"802","          brother.","1917"
"803","","1917"
"804","","1917"
"805","","1917"
"806","                                                  (CONTINUED)","1917"
"807","                                                          14.","1917"
"808","","1917"
"809","CONTINUED:","1917"
"810","","1917"
"811","                       BLAKE","1917"
"812","             I will.","1917"
"813","","1917"
"814","Blake’s tone indicates that this is the end of the","1917"
"815","conversation.","1917"
"816","","1917"
"817","They are approaching a junction. They slow down. A flicker of","1917"
"818","fear on both of their faces.","1917"
"819","","1917"
"820","                       SCHOFIELD","1917"
"821","             We’re here. This is the front line.","1917"
"822","","1917"
"823","","1917"
"824","EXT. PARADISE (FRONT LINE) TRENCH - CONTINUOUS","1917"
"825","","1917"
"826","The Front Line.","1917"
"827","","1917"
"828","A sign hangs on the junction wall: PARADISE ALLEY. Just","1917"
"829","visible above the trench wall to the front is an endless line","1917"
"830","of wire.","1917"
"831","","1917"
"832","                       BLAKE","1917"
"833","             Now we need to find the Yorks.","1917"
"834","","1917"
"835","There is an eeriness here, a sudden smothering silence.","1917"
"836","","1917"
"837","Blake looks around. Trying to work out which way is North","1917"
"838","West.","1917"
"839","","1917"
"840","Blake heads in that direction, moving fast again. Schofield","1917"
"841","follows alongside him.","1917"
"842","","1917"
"843","The trench stretches away from them, in a long line.","1917"
"844","Duckboards slick with mud mark out a path.","1917"
"845","","1917"
"846","There are many men here, and many pairs of eyes watch from","1917"
"847","the shadows of dugouts.","1917"
"848","","1917"
"849","Crudely painted signs are strung up along the walls, dire","1917"
"850","warnings. We catch glimpses as Blake and Schofield pass:","1917"
"851","","1917"
"852","KEEP YOUR HEAD DOWN IN DAYLIGHT! ENEMY SNIPERS AT PLAY!","1917"
"853","","1917"
"854","They walk single file down the Front Line.","1917"
"855","","1917"
"856","TWO STRETCHER BEARERS are heading towards them, A MAN carried","1917"
"857","between them. Schofield drops back, looks down. The man is","1917"
"858","unconscious, his face bandaged - two red bloodstains in place","1917"
"859","of eyes.","1917"
"860","","1917"
"861","Fear is rooting itself in Schofield. He fights it.","1917"
"862","","1917"
"863","","1917"
"864","","1917"
