"","line","movie"
"87","goes on for a minute before Lou groans sleepily... the rhythm","Sound of Metal"
"88","picks up steam. Ruben’s drumming and sound effects grow","Sound of Metal"
"89","louder and faster... He’s in full drum solo now...","Sound of Metal"
"90","                      LOU","Sound of Metal"
"91","          Stop...","Sound of Metal"
"92","                                                                3.","Sound of Metal"
"93","","Sound of Metal"
"94","He doesn’t stop.","Sound of Metal"
"95","                        LOU (CONT'D)","Sound of Metal"
"96","             Stop it.","Sound of Metal"
"97","                        RUBEN","Sound of Metal"
"98","             Up time.","Sound of Metal"
"99","                        LOU","Sound of Metal"
"100","             No.","Sound of Metal"
"101","Ruben looks at Lou still face down in bed. He glances at her","Sound of Metal"
"102","scratching her arm aggressively in one raw spot. Above this","Sound of Metal"
"103","spot we see the scars where once she cut herself.","Sound of Metal"
"104","                       RUBEN","Sound of Metal"
"105","             Hey stop that. We got to get right","Sound of Metal"
"106","             to it. Lulu ... For grizzle.","Sound of Metal"
"107","Ruben holds a smoothie. He drinks it.","Sound of Metal"
"108","                       RUBEN (CONT'D)","Sound of Metal"
"109","             Yo, I got some smoothie for you.","Sound of Metal"
"110","             your gonna fuckin hate it, but it's","Sound of Metal"
"111","             healthy. Want some?","Sound of Metal"
"112","Lou stares.","Sound of Metal"
"113","                       RUBEN (CONT'D)","Sound of Metal"
"114","             I wouldn't recommend it. It's","Sound of Metal"
"115","             disgusting.","Sound of Metal"
"116","Lou nods lifelessly.","Sound of Metal"
"117","Ruben slurps the smoothie.","Sound of Metal"
"118","                       RUBEN    (CONT'D)","Sound of Metal"
"119","             Okay, poops.","Sound of Metal"
"120","Lou moans.","Sound of Metal"
"121","                       RUBEN (CONT'D)","Sound of Metal"
"122","             Dance time.","Sound of Metal"
"123","","Sound of Metal"
"124","EXT. PARKING LOT - MORNING","Sound of Metal"
"125","Wide shot of a vast Walmart parking lot somewhere, anywhere","Sound of Metal"
"126","in America. Ruben stands, barefoot, in his underwear, on the","Sound of Metal"
"127","asphalt. He squints at the wasteland of suburban nothingness.","Sound of Metal"
"128","                                                               4.","Sound of Metal"
"129","","Sound of Metal"
"130","INT. AIRSTREAM - LATER","Sound of Metal"
"131","Close intimate shot of Ruben and Lou dancing together to a","Sound of Metal"
"132","1960's soul song. Ruben is silly enough that Lou finally","Sound of Metal"
"133","laughs. This is their routine.","Sound of Metal"
"134","","Sound of Metal"
"135","EXT. AIRSTREAM - DAY","Sound of Metal"
"136","The airstream flies by into the endless, rolling, American","Sound of Metal"
"137","landscape.","Sound of Metal"
"138","","Sound of Metal"
"139","INT. AIRSTREAM - LATER","Sound of Metal"
"140","Ruben drives and Lou sits in the passenger seat.","Sound of Metal"
"141","                    LOU AND RUBEN","Sound of Metal"
"142","               (Singing in deep voices)","Sound of Metal"
"143","          And I would do anything FOR LOVE!","Sound of Metal"
"144","          But I won't do that.","Sound of Metal"
"145","                    RUBEN (CONT'D)","Sound of Metal"
"146","          What's left for him to not do?","Sound of Metal"
"147","                       LOU","Sound of Metal"
"148","          Anal.","Sound of Metal"
"149","               (Singing again)","Sound of Metal"
"150","          No no- but I won't do that.","Sound of Metal"
"151","","Sound of Metal"
"152","INT. AIRSTREAM - MOMENTS LATER","Sound of Metal"
"153","Ruben and Lou still talking and driving as overpasses fly by","Sound of Metal"
"154","on the highway.","Sound of Metal"
"155","                    RUBEN","Sound of Metal"
"156","          I use to imagine Jeff Goldbloom was","Sound of Metal"
"157","          my Dad. I saw him in The fucking","Sound of Metal"
"158","          Fly- I was like that must be what","Sound of Metal"
"159","          my Dad looks like. Also explains a","Sound of Metal"
"160","          lot because the dudes fucking","Sound of Metal"
"161","          weird. But he looks like me man.","Sound of Metal"
"162","                    LOU","Sound of Metal"
"163","          It's true. Yeah.","Sound of Metal"
"164","                       RUBEN","Sound of Metal"
"165","          YEAH!","Sound of Metal"
"166","                     LOU","Sound of Metal"
"167","          You kind of look like Jeff","Sound of Metal"
"168","          Goldbloom.","Sound of Metal"
"169","                                                5.","Sound of Metal"
"170","","Sound of Metal"
"171","INT. AIRSTREAM - LATER","Sound of Metal"
"172","Ruben and Lou still driving.","Sound of Metal"
"173","                    RUBEN","Sound of Metal"
"174","          Why is it okay to use a toothpick","Sound of Metal"
"175","          in public but not floss? Have you","Sound of Metal"
"176","          ever tried that?","Sound of Metal"
"177","                    LOU","Sound of Metal"
"178","          To floss my teeth in public?","Sound of Metal"
"179","                     RUBEN","Sound of Metal"
"180","          To floss- you're just at the dinner","Sound of Metal"
"181","          table and-","Sound of Metal"
"182","                    LOU","Sound of Metal"
"183","          No-","Sound of Metal"
"184","                    RUBEN","Sound of Metal"
"185","          -you pull out some floss and shit?","Sound of Metal"
"186","","Sound of Metal"
"187","INT. AIRSTREAM - LATER","Sound of Metal"
"188","Ruben and Lou drive through a inner city.","Sound of Metal"
"189","                    LOU","Sound of Metal"
"190","          I used to imagine my funeral a lot","Sound of Metal"
"191","          when I was a kid. At school, in","Sound of Metal"
"192","          math.","Sound of Metal"
"193","                    RUBEN","Sound of Metal"
"194","          FUN.","Sound of Metal"
"195","                    LOU","Sound of Metal"
"196","          I used to day dream about my","Sound of Metal"
"197","          funeral then I'd make myself cry.","Sound of Metal"
"198","","Sound of Metal"
"199","INT. AIRSTREAM - MOMENTS LATER","Sound of Metal"
"200","Still driving.","Sound of Metal"
"201","                    LOU","Sound of Metal"
"202","          Uh yeah- I think I'd get cremated","Sound of Metal"
"203","          what about you?","Sound of Metal"
"204","                    RUBEN","Sound of Metal"
"205","          Cremated or like just fed to the","Sound of Metal"
"206","          birds, you know?","Sound of Metal"
"207","                                                                6.","Sound of Metal"
"208","","Sound of Metal"
"209","                    LOU","Sound of Metal"
"210","          Well you know now you can get ashes","Sound of Metal"
"211","          put into tattoo ink. My face on","Sound of Metal"
"212","          your back where the clown is.","Sound of Metal"
"213","                       RUBEN","Sound of Metal"
"214","          What?!","Sound of Metal"
"215","                       LOU","Sound of Metal"
"216","          Yeah.","Sound of Metal"
"217","                    RUBEN","Sound of Metal"
"218","                   (Singing)","Sound of Metal"
"219","          Scary clown face. Scary clown face.","Sound of Metal"
"220","","Sound of Metal"
"221","INT. SILO CLUB - DAY","Sound of Metal"
"222","Ruben and Lou set up their funky version of a MERCH TABLE.","Sound of Metal"
"223","Lou talks with ANOTHER MEMBER OF A BAND while Ruben sets out","Sound of Metal"
"224","various spray painted pieces of original art and a stack of","Sound of Metal"
"225","vinyl to sell. Suddenly, out of nowhere, A RINGING SOUND","Sound of Metal"
"226","enters Ruben’s ears... he tilts his head as if trying to","Sound of Metal"
"227","dislodge it... Ruben stands frozen, waiting for the sound to","Sound of Metal"
"228","abate. It doesn't. He looks at Lou. She looks up at him and","Sound of Metal"
"229","smiles. He looks away.","Sound of Metal"
"230","","Sound of Metal"
"231","INT. SILO CLUB - STAGE - NIGHT","Sound of Metal"
"232","On stage, Ruben slams away at his drums in deep concentration","Sound of Metal"
"233","as Lou screams torturously in the background. We push toward","Sound of Metal"
"234","him as the RINGING SOUND again takes over and then gives way","Sound of Metal"
"235","to a LOW VIBRATIONAL, THUMPING OF HIS DRUMS.","Sound of Metal"
"236","","Sound of Metal"
"237","INT. AIRSTREAM - MORNING","Sound of Metal"
"238","MUFFLED QUIETNESS. Ruben’s eyes open painfully... The trace","Sound of Metal"
"239","of daylight coming through the closed curtain... He turns","Sound of Metal"
"240","anxiously glancing at Lou’s peaceful face, asleep on the","Sound of Metal"
"241","pillow... He pulls himself out of bed, very carefully so as","Sound of Metal"
"242","not to wake Lou and enters the bathroom... he studies his","Sound of Metal"
"243","ears in the mirror, almost expecting to find a bug or","Sound of Metal"
"244","creature hiding inside.","Sound of Metal"
"245","He makes A NOISE IN HIS THROAT. It registers in his ears as","Sound of Metal"
"246","DAMP AND MUFFLED.","Sound of Metal"
"247","He COUGHS. MUFFLED.","Sound of Metal"
"248","                                                                7.","Sound of Metal"
"249","","Sound of Metal"
"250","INT. AIRSTREAM - MOMENTS LATER","Sound of Metal"
"251","Ruben takes a quick shower... lost in worry... The SOUND OF","Sound of Metal"
"252","THE WATER is just barely audible.","Sound of Metal"
"253","","Sound of Metal"
"254","INT. AIRSTREAM - MORNING","Sound of Metal"
"255","The MUFFLED SOUND OF COFFEE DRIPPING into a coffee pot.","Sound of Metal"
"256","","Sound of Metal"
"257","INT. AIRSTREAM - MOMENTS LATER","Sound of Metal"
"258","The MUFFLED SOUND OF A BLENDER.","Sound of Metal"
"259","","Sound of Metal"
"260","INT. PARKING LOT - DAY","Sound of Metal"
"261","Lou watches the hood shut from the passenger seat. She","Sound of Metal"
"262","studies Ruben, wearing headphones, as he makes his way to the","Sound of Metal"
"263","door and into the Airstream. She notes his odd, vacant","Sound of Metal"
"264","state... he glances at her nervously as he starts the engine.","Sound of Metal"
"265","                      LOU","Sound of Metal"
"266","          You okay?","Sound of Metal"
"267","Ruben can't hear, doesn't respond as he pulls forward, looks","Sound of Metal"
"268","at her and musters an incongruous smile.","Sound of Metal"
"269","","Sound of Metal"
"270","INT. CELLAR ROOM CLUB - AFTERNOON","Sound of Metal"
"271","Ruben sweats profusely as he finishes loading in the last of","Sound of Metal"
"272","Lou's 3 giant amplifiers... he glances at Lou as she begins","Sound of Metal"
"273","sound check... increased panic... he starts walking off","Sound of Metal"
"274","stage... turns back to Lou...","Sound of Metal"
"275","                    RUBEN","Sound of Metal"
"276","          Lulu... gotta run around the corner","Sound of Metal"
"277","          and grab something.","Sound of Metal"
"278","Lou says something back to him but he can’t hear.","Sound of Metal"
"279","                    RUBEN (CONT'D)","Sound of Metal"
"280","          I'll just be sec ok?","Sound of Metal"
"281","He turns awkwardly and exits...","Sound of Metal"
"282","","Sound of Metal"
"283","INT. PHARMACY - AFTERNOON","Sound of Metal"
"284","Ruben frantically walks toward a pharmacy counter and waits","Sound of Metal"
"285","for the PHARMACIST to finish talking to someone.","Sound of Metal"
"286","                                                                8.","Sound of Metal"
"287","","Sound of Metal"
"288","                    PHARMACIST","Sound of Metal"
"289","          Can I help you find something?","Sound of Metal"
"290","                       RUBEN","Sound of Metal"
"291","          What?","Sound of Metal"
"292","                    PHARMACIST","Sound of Metal"
"293","          Can I help you?","Sound of Metal"
"294","Ruben moves toward him. He doesn’t want to talk for fear he’s","Sound of Metal"
"295","talking too loud. He overcompensates by talking too softly.","Sound of Metal"
"296","                    RUBEN","Sound of Metal"
"297","          Um. I’m having a funny thing with","Sound of Metal"
"298","          my ears today.","Sound of Metal"
"299","                       PHARMACIST","Sound of Metal"
"300","          Pardon me?","Sound of Metal"
"301","                    RUBEN","Sound of Metal"
"302","          I’m having a problem with my ears.","Sound of Metal"
"303","The pharmacist nods.","Sound of Metal"
"304","                    PHARMACIST","Sound of Metal"
"305","          And what’s going on?","Sound of Metal"
"306","                    RUBEN","Sound of Metal"
"307","          What was that?","Sound of Metal"
"308","                    PHARMACIST","Sound of Metal"
"309","               (loudly)","Sound of Metal"
"310","          What’s going on with your ears?","Sound of Metal"
"311","                    RUBEN","Sound of Metal"
"312","          Oh uh... It’s a ringing and-","Sound of Metal"
"313","                    PHARMACIST","Sound of Metal"
"314","          Uh huh. In both ears?","Sound of Metal"
"315","The pharmacist speaks up and gestures to both ears.","Sound of Metal"
"316","                       PHARMACIST (CONT'D)","Sound of Metal"
"317","          BOTH EARS?","Sound of Metal"
"318","","Sound of Metal"
"319","INT. PHARMACY - MOMENTS LATER","Sound of Metal"
"320","Ruben watches the pharmacist making a phone call. He looks at","Sound of Metal"
"321","his phone, sees that texts have come in from Lou. He switches","Sound of Metal"
"322","his phone to vibrate then looks up to see the pharmacist","Sound of Metal"
"323","motioning and giving him a thumbs up.","Sound of Metal"
"324","                                                                9.","Sound of Metal"
"325","","Sound of Metal"
"326","                     PHARMACIST","Sound of Metal"
"327","          Can you go now? He can see you","Sound of Metal"
"328","          right now.","Sound of Metal"
"329","Ruben stares.","Sound of Metal"
"330","                     PHARMACIST (CONT'D)","Sound of Metal"
"331","          NOW.","Sound of Metal"
"332","","Sound of Metal"
"333","INT. DOCTOR’S OFFICE - DAY","Sound of Metal"
"334","Ruben sits and waits, texts that he's dealing with some shit","Sound of Metal"
"335","but not to worry. A NURSE CALLS HIS NAME. He doesn't hear.","Sound of Metal"
"336","She taps him on the shoulder, startling him.","Sound of Metal"
"337","","Sound of Metal"
"338","INT. DOCTOR'S OFFICE - SOUND BOOTH - MOMENTS LATER","Sound of Metal"
"339","Ruben sits in a sound booth. He is terribly nervous and","Sound of Metal"
"340","totally claustrophobic... He drums his fingers on his pants.","Sound of Metal"
"341","A DOCTOR enters the booth and helps him put headphones on. He","Sound of Metal"
"342","leaves and shuts the door behind him. Ruben's breathing","Sound of Metal"
"343","increases. Then he hears A LOUD, VOICE.","Sound of Metal"
"344","                    DOCTOR","Sound of Metal"
"345","          You hear me in both ears?","Sound of Metal"
"346","                     RUBEN","Sound of Metal"
"347","          What?...","Sound of Metal"
"348","Ruben now has headphones on. The doctor sits in the","Sound of Metal"
"349","foreground.","Sound of Metal"
"350","                    DOCTOR","Sound of Metal"
"351","          Okay we’re just going to get","Sound of Metal"
"352","          started in your right ear okay?","Sound of Metal"
"353","Ruben looks confused.","Sound of Metal"
"354","                    DOCTOR (CONT'D)","Sound of Metal"
"355","          What I want is for you to repeat","Sound of Metal"
"356","          the words back to me. They’re going","Sound of Metal"
"357","          to stay at this level I just want","Sound of Metal"
"358","          the last word back okay?","Sound of Metal"
"359","                     RUBEN","Sound of Metal"
"360","          Sorry?","Sound of Metal"
"361","                    DOCTOR","Sound of Metal"
"362","          REPEAT THEM... THE WORDS, OKAY?","Sound of Metal"
"363","          JUST REPEAT THEM.","Sound of Metal"
"364","Ruben nods.","Sound of Metal"
"365","                                                                10.","Sound of Metal"
"366","","Sound of Metal"
"367","                    DOCTOR (CONT'D)","Sound of Metal"
"368","          Say the word base.","Sound of Metal"
"369","                     RUBEN","Sound of Metal"
"370","          Mm....","Sound of Metal"
"371","The doctor moves on quickly. Ruben get’s increasingly more","Sound of Metal"
"372","nervous.","Sound of Metal"
"373","                    DOCTOR","Sound of Metal"
"374","          Say the word mess.","Sound of Metal"
"375","                    RUBEN","Sound of Metal"
"376","          Uh... Bent?","Sound of Metal"
"377","                    DOCTOR","Sound of Metal"
"378","          Say the word cause.","Sound of Metal"
"379","                     RUBEN","Sound of Metal"
"380","          ...Cars?","Sound of Metal"
"381","                    DOCTOR","Sound of Metal"
"382","          Say the word mop.","Sound of Metal"
"383","                    RUBEN","Sound of Metal"
"384","          ... Not sure.","Sound of Metal"
"385","                     DOCTOR","Sound of Metal"
"386","          Mop.","Sound of Metal"
"387","Ruben can’t speak. He laughs nervously.","Sound of Metal"
"388","                    DOCTOR (CONT'D)","Sound of Metal"
"389","          Say the word youth.","Sound of Metal"
"390","Ruben scratches his head...","Sound of Metal"
"391","","Sound of Metal"
"392","INT. AUDIOLOGIST OFFICE - DAY","Sound of Metal"
"393","The doctor goes over to a shelf and takes out some headphones","Sound of Metal"
"394","and hands them to Ruben. He gestures for Ruben to put them","Sound of Metal"
"395","on. He does...","Sound of Metal"
"396","                    DOCTOR","Sound of Metal"
"397","          Can you hear me?","Sound of Metal"
"398","The doctors voice is small, tinny and distant as he speaks","Sound of Metal"
"399","into the microphone.","Sound of Metal"
"400","                    RUBEN","Sound of Metal"
"401","          Hear you?... Yeah, kind of.","Sound of Metal"
"402","Ruben presses his hands against the headphones to hear.","Sound of Metal"
"403","                                                              11.","Sound of Metal"
"404","","Sound of Metal"
"405","                    DOCTOR","Sound of Metal"
"406","               (loud and clear)","Sound of Metal"
"407","          This music you play; this is how","Sound of Metal"
"408","          you make your living?","Sound of Metal"
"409","                     RUBEN","Sound of Metal"
"410","          Yes sir.","Sound of Metal"
"411","                    DOCTOR","Sound of Metal"
"412","          Okay that’s ah... that’s an issue.","Sound of Metal"
"413","Ruben stares... shocked.","Sound of Metal"
"414","                    DOCTOR (CONT'D)","Sound of Metal"
"415","          Is this particularly loud music","Sound of Metal"
"416","          you’re playing?","Sound of Metal"
"417","                     RUBEN","Sound of Metal"
"418","          Loud?...","Sound of Metal"
"419","The doctor gets Ruben's chart. Looks it over and then holds","Sound of Metal"
"420","it up for Ruben.","Sound of Metal"
"421","                    DOCTOR","Sound of Metal"
"422","          These are your charts Ruben.","Sound of Metal"
"423","          Normal speech discrimination is 100","Sound of Metal"
"424","          percent. You were under 30 percent","Sound of Metal"
"425","          in the right and 25 in the left.","Sound of Metal"
"426","          That meant that no matter how high","Sound of Metal"
"427","          she turned up the volume, you still","Sound of Metal"
"428","          missed 70 to 80 percent of the","Sound of Metal"
"429","          words. That’s really ominous.","Sound of Metal"
"430","                    RUBEN","Sound of Metal"
"431","          What was that?","Sound of Metal"
"432","                    DOCTOR","Sound of Metal"
"433","          OMINOUS, not good.","Sound of Metal"
"434","                    RUBEN","Sound of Metal"
"435","          Ah... Okay? So... What’s the deal?","Sound of Metal"
"436","          How do I get it back?","Sound of Metal"
"437","The doctor nods slowly.","Sound of Metal"
"438","                     DOCTOR","Sound of Metal"
"439","          Well-","Sound of Metal"
"440","                    RUBEN","Sound of Metal"
"441","          I mean, its normal or what?","Sound of Metal"
"442","                                                12.","Sound of Metal"
"443","","Sound of Metal"
"444","                    DOCTOR","Sound of Metal"
"445","          No not at all normal. Sudden","Sound of Metal"
"446","          hearing loss is common enough by","Sound of Metal"
"447","          itself, and certainly with the sort","Sound of Metal"
"448","          noise you’ve exposed yourself to it","Sound of Metal"
"449","          needs to be considered but in your","Sound of Metal"
"450","          case with both ears and this level","Sound of Metal"
"451","          of severity we need to look to a","Sound of Metal"
"452","          number of other possible causes as","Sound of Metal"
"453","          well - can I ask, do have any","Sound of Metal"
"454","          hereditary auto immune issues in","Sound of Metal"
"455","          your family that you’re aware of?","Sound of Metal"
"456","Ruben’s confused...","Sound of Metal"
"457","                    RUBEN","Sound of Metal"
"458","          What? I don’t know-","Sound of Metal"
"459","                    DOCTOR","Sound of Metal"
"460","          How’s your parents health... or","Sound of Metal"
"461","          grandparents?","Sound of Metal"
"462","Ruben stares intensely.","Sound of Metal"
"463","                       RUBEN","Sound of Metal"
"464","          I'm sorry?","Sound of Metal"
"465","                    DOCTOR","Sound of Metal"
"466","          The reason I ask Ruben is that it","Sound of Metal"
"467","          could help us determine whether","Sound of Metal"
"468","          this might be a disease or not-","Sound of Metal"
"469","                       RUBEN","Sound of Metal"
"470","          Huh?","Sound of Metal"
"471","                    DOCTOR","Sound of Metal"
"472","          Are you having any joint pain","Sound of Metal"
"473","          lately?","Sound of Metal"
"474","                    RUBEN","Sound of Metal"
"475","          What? In my ears?","Sound of Metal"
"476","","Sound of Metal"
"477","                    DOCTOR","Sound of Metal"
"478","          Mr. Davis I’m trying to help you","Sound of Metal"
"479","          get to the bottom of this-","Sound of Metal"
"480","                    RUBEN","Sound of Metal"
"481","          IT'S NOT A DISEASE. I just need to","Sound of Metal"
"482","          figure our something uh- What can","Sound of Metal"
"483","          you give me to help clear this out","Sound of Metal"
"484","          a little?","Sound of Metal"
"485","                                      13.","Sound of Metal"
"486","","Sound of Metal"
"487","          DOCTOR","Sound of Metal"
"488","I don’t follow.","Sound of Metal"
"489","          RUBEN","Sound of Metal"
"490","I mean is there a medication kind","Sound of Metal"
"491","of thing to put in my ear and clear","Sound of Metal"
"492","this out or what?","Sound of Metal"
"493","          DOCTOR","Sound of Metal"
"494","Right... Ruben...","Sound of Metal"
"495","     (sighs)","Sound of Metal"
"496","I understand this is all quite","Sound of Metal"
"497","shocking for you but I need you to","Sound of Metal"
"498","understand something. Whether this","Sound of Metal"
"499","is somehow a result of over","Sound of Metal"
"500","exposure to noise or it’s an","Sound of Metal"
"501","autoimmune issue, your hearing is","Sound of Metal"
"502","deteriorating very rapidly. Right?","Sound of Metal"
"503","          RUBEN","Sound of Metal"
"504","Well-","Sound of Metal"
"505","          DOCTOR","Sound of Metal"
"506","And over the next days or even","Sound of Metal"
"507","hours it will likely get worse-","Sound of Metal"
"508","          RUBEN","Sound of Metal"
"509","Dude, I’m asking you what can I do?","Sound of Metal"
"510","          DOCTOR","Sound of Metal"
"511","First thing, as a precaution is I","Sound of Metal"
"512","would absolutely eliminate exposure","Sound of Metal"
"513","to loud noises. Then once we have","Sound of Metal"
"514","run some tests and identified","Sound of Metal"
"515","exactly what is going on with your","Sound of Metal"
"516","ears we can have some other","Sound of Metal"
"517","conversations-","Sound of Metal"
"518","          RUBEN","Sound of Metal"
"519","What other conversations? About","Sound of Metal"
"520","what?","Sound of Metal"
"521","          DOCTOR","Sound of Metal"
"522","Well in the event of permanent loss","Sound of Metal"
"523","there are procedures we can","Sound of Metal"
"524","discuss-","Sound of Metal"
"525","          RUBEN","Sound of Metal"
"526","Like what? What procedures?","Sound of Metal"
"527","          DOCTOR","Sound of Metal"
"528","Like for instance. Cochlear","Sound of Metal"
"529","Implants-","Sound of Metal"
"530","                                                14.","Sound of Metal"
"531","","Sound of Metal"
"532","                    RUBEN","Sound of Metal"
"533","          What are those?","Sound of Metal"
"534","                    DOCTOR","Sound of Metal"
"535","          Cochlear implants?","Sound of Metal"
"536","                    RUBEN","Sound of Metal"
"537","          Yeah what are they? They work?","Sound of Metal"
"538","                    DOCTOR","Sound of Metal"
"539","          They can be very effective for","Sound of Metal"
"540","          people with severe hearing loss or","Sound of Metal"
"541","          complete deafness yes-","Sound of Metal"
"542","                    RUBEN","Sound of Metal"
"543","          Uh huh. So let’s do that then.","Sound of Metal"
"544","The doctor chuckles.","Sound of Metal"
"545","                    DOCTOR","Sound of Metal"
"546","          Well not so simple. There are many","Sound of Metal"
"547","          details and it’s quite costly.","Sound of Metal"
"548","                       RUBEN","Sound of Metal"
"549","          What?","Sound of Metal"
"550","                     DOCTOR","Sound of Metal"
"551","               (loudly)","Sound of Metal"
"552","          EXPENSIVE.","Sound of Metal"
"553","                    RUBEN","Sound of Metal"
"554","          How much? Like what general kind of","Sound of Metal"
"555","          price?","Sound of Metal"
"556","                    DOCTOR","Sound of Metal"
"557","          Well they range between 40 and 80","Sound of Metal"
"558","          thousand depending... and","Sound of Metal"
"559","          unfortunately they’re not covered","Sound of Metal"
"560","          by insurance.","Sound of Metal"
"561","Ruben nods slowly.","Sound of Metal"
"562","                    RUBEN","Sound of Metal"
"563","          Okay... and when could this happen?","Sound of Metal"
"564","          Do you have them... in stock?","Sound of Metal"
"565","Ruben stares at the doctor...","Sound of Metal"
"566","                    DOCTOR","Sound of Metal"
"567","          Cochlear implants? No Ruben that’s","Sound of Metal"
"568","          a very involved process as well as","Sound of Metal"
"569","          an invasive surgery. But once we’ve","Sound of Metal"
"570","          identified the issues we can have","Sound of Metal"
"571","          that conversation. Okay?","Sound of Metal"
"572","                    (MORE)","Sound of Metal"
"573","                                                                15.","Sound of Metal"
"574","                    DOCTOR (CONT'D)","Sound of Metal"
"575","          As I said before; the one thing you","Sound of Metal"
