"","line","movie"
"75","      The Airstream occupies a space one could only describe as the","Top Gun: Maverick"
"76","      ultimate bachelor pad - motorcycles, a vintage car, a","Top Gun: Maverick"
"77","      workbench covered with memories of a life dedicated to flight","Top Gun: Maverick"
"78","      and, the centerpiece: A World War Two-era P-51 MUSTANG.","Top Gun: Maverick"
"79","","Top Gun: Maverick"
"80","      If we suspected for a moment that Maverick had ended up on","Top Gun: Maverick"
"81","      his ass, we were sorely mistaken.","Top Gun: Maverick"
"82","","Top Gun: Maverick"
"83","      TIME CUT: As Maverick eats his breakfast at a small table","Top Gun: Maverick"
"84","      across from an empty chair.","Top Gun: Maverick"
"85","","Top Gun: Maverick"
"86","","Top Gun: Maverick"
"87","                                                        (CONTINUED)","Top Gun: Maverick"
"88","                         CHERRY 11.25.19 - OFFICIAL              2.","Top Gun: Maverick"
"89","12   CONTINUED:                                                   12","Top Gun: Maverick"
"90","     Maverick finishes his breakfast, stands, pats the P-51 with","Top Gun: Maverick"
"91","     affection as he passes her on his way to the workbench.","Top Gun: Maverick"
"92","","Top Gun: Maverick"
"93","     REVEAL: CLOSE SHOTS of Mav’s surroundings (as he dresses in","Top Gun: Maverick"
"94","     b.g.): TROPHIES and AIRSPEED RECORDS, PHOTOS of a younger","Top Gun: Maverick"
"95","     Maverick, with ICEMAN, at Ice’s wedding, with GOOSE, CAROLE","Top Gun: Maverick"
"96","     and their young son BRADLEY. Mav with that same boy as a","Top Gun: Maverick"
"97","     TEEN.","Top Gun: Maverick"
"98","","Top Gun: Maverick"
"99","     He opens a cabinet lined with jackets. He pulls one out,","Top Gun: Maverick"
"100","     wrapped in plastic, saved for special occasions, it seems. He","Top Gun: Maverick"
"101","     rips the plastic off revealing patch laden leather that’s","Top Gun: Maverick"
"102","     been around a long, long time.","Top Gun: Maverick"
"103","","Top Gun: Maverick"
"104","     Mav passes a calendar, the date marked in red:","Top Gun: Maverick"
"105","","Top Gun: Maverick"
"106","     MACH 9 TODAY","Top Gun: Maverick"
"107","","Top Gun: Maverick"
"108","     He walks past a COLLECTION OF MOTORCYCLES, a beaten up old","Top Gun: Maverick"
"109","     Pepsi machine, stops at one bike under a tarp. Revealing a","Top Gun: Maverick"
"110","     familiar ‘86 KAWASAKI NINJA.","Top Gun: Maverick"
"111","","Top Gun: Maverick"
"112","     CLOSE ON: Aviators and a set of keys by a helmet.","Top Gun: Maverick"
"113","","Top Gun: Maverick"
"114","     He takes the keys and sunglasses, leaves the helmet...","Top Gun: Maverick"
"115","","Top Gun: Maverick"
"116","","Top Gun: Maverick"
"117","13   EXT. HANGAR - DESERT ROAD                                    13","Top Gun: Maverick"
"118","","Top Gun: Maverick"
"119","     VROOOM. Maverick screams away from the hangar, spiraling","Top Gun: Maverick"
"120","     dust, taking his machine to the limit.","Top Gun: Maverick"
"121","","Top Gun: Maverick"
"122","","Top Gun: Maverick"
"123","14   EXT. CHINA LAKE TEST FACILITY - CALIFORNIA - DUSK            14","Top Gun: Maverick"
"124","","Top Gun: Maverick"
"125","     A maximum security military facility. At a gatehouse","Top Gun: Maverick"
"126","     checkpoint, two ARMED UNIFORMS see him coming, open the gate,","Top Gun: Maverick"
"127","     wave him through without stopping. They watch him go.","Top Gun: Maverick"
"128","","Top Gun: Maverick"
"129","","Top Gun: Maverick"
"130","15   INT. TEST HANGAR - DUSK                                      15","Top Gun: Maverick"
"131","","Top Gun: Maverick"
"132","     A prototype high-hypersonic jet, THE DARKSTAR, dominates the","Top Gun: Maverick"
"133","     hangar. It is unlike any machine we’ve ever seen before -","Top Gun: Maverick"
"134","     itching to scream across the heavens. All it needs is a","Top Gun: Maverick"
"135","     pilot. Mav strides in, ready to ride it. He stops, sees:","Top Gun: Maverick"
"136","","Top Gun: Maverick"
"137","     Several ENGINEERS (JACK, SIMON & MATTHEW) and TECHS,","Top Gun: Maverick"
"138","     strangely motionless. Something is amiss. All sense of","Top Gun: Maverick"
"139","     momentum stops. An amiable, salty Warrant Officer, BERNIE","Top Gun: Maverick"
"140","     “HONDO” COLEMAN (35), grimaces.","Top Gun: Maverick"
"141","","Top Gun: Maverick"
"142","                            MAVERICK","Top Gun: Maverick"
"143","                  Hey. What is it?","Top Gun: Maverick"
"144","","Top Gun: Maverick"
"145","","Top Gun: Maverick"
"146","                                                         (CONTINUED)","Top Gun: Maverick"
"147","                         CHERRY 11.25.19 - OFFICIAL             3.","Top Gun: Maverick"
"148","15   CONTINUED:                                                  15","Top Gun: Maverick"
"149","                            MATTHEW (SENIOR)","Top Gun: Maverick"
"150","                  It’s over Mav. Three years of our","Top Gun: Maverick"
"151","                  lives, down the drain.","Top Gun: Maverick"
"152","","Top Gun: Maverick"
"153","                            HONDO","Top Gun: Maverick"
"154","                  We’ve been ordered to stand down.","Top Gun: Maverick"
"155","                  They’re scrapping her.","Top Gun: Maverick"
"156","","Top Gun: Maverick"
"157","                              MAVERICK","Top Gun: Maverick"
"158","                  Says who?","Top Gun: Maverick"
"159","","Top Gun: Maverick"
"160","     Hondo looks to SIMON, the meek engineer who balks.","Top Gun: Maverick"
"161","","Top Gun: Maverick"
"162","                            HONDO","Top Gun: Maverick"
"163","                  Well go on.","Top Gun: Maverick"
"164","","Top Gun: Maverick"
"165","                            JACK (JADED)","Top Gun: Maverick"
"166","                     (to Maverick)","Top Gun: Maverick"
"167","                  His girlfriend works at the","Top Gun: Maverick"
"168","                  Pentagon-","Top Gun: Maverick"
"169","","Top Gun: Maverick"
"170","                            SIMON (MEEK)","Top Gun: Maverick"
"171","                  She swore me to secrecy-","Top Gun: Maverick"
"172","","Top Gun: Maverick"
"173","                            JACK (JADED)","Top Gun: Maverick"
"174","                  Just tell us.","Top Gun: Maverick"
"175","","Top Gun: Maverick"
"176","                            HONDO","Top Gun: Maverick"
"177","                  They say we fell short. The","Top Gun: Maverick"
"178","                  contract threshold is Mach Ten.","Top Gun: Maverick"
"179","","Top Gun: Maverick"
"180","                            MAVERICK","Top Gun: Maverick"
"181","                  Mach ten. That’s Mach ten two","Top Gun: Maverick"
"182","                  months from now. Today’s test point","Top Gun: Maverick"
"183","                  is Mach Nine.","Top Gun: Maverick"
"184","","Top Gun: Maverick"
"185","                            HONDO","Top Gun: Maverick"
"186","                  Well, that’s not good enough for","Top Gun: Maverick"
"187","                  someone at the Pentagon.","Top Gun: Maverick"
"188","","Top Gun: Maverick"
"189","     Maverick focuses on Simon.","Top Gun: Maverick"
"190","","Top Gun: Maverick"
"191","                              MAVERICK","Top Gun: Maverick"
"192","                  Who?","Top Gun: Maverick"
"193","","Top Gun: Maverick"
"194","                            JACK (JADED)","Top Gun: Maverick"
"195","                  Just say who it is.","Top Gun: Maverick"
"196","","Top Gun: Maverick"
"197","                            HONDO","Top Gun: Maverick"
"198","                  Spit it out Simon.","Top Gun: Maverick"
"199","","Top Gun: Maverick"
"200","                              JACK (JADED)","Top Gun: Maverick"
"201","                  Go.","Top Gun: Maverick"
"202","","Top Gun: Maverick"
"203","","Top Gun: Maverick"
"204","","Top Gun: Maverick"
"205","                                                          (CONTINUED)","Top Gun: Maverick"
"206","                        CHERRY 11.25.19 - OFFICIAL           4.","Top Gun: Maverick"
"207","15   CONTINUED: (2)                                           15","Top Gun: Maverick"
"208","                         SIMON (MEEK)","Top Gun: Maverick"
"209","               Admiral Cain.","Top Gun: Maverick"
"210","","Top Gun: Maverick"
"211","                         MATTHEW (SENIOR)","Top Gun: Maverick"
"212","               So it really is over.","Top Gun: Maverick"
"213","","Top Gun: Maverick"
"214","                          HONDO","Top Gun: Maverick"
"215","               Of course. The Drone Ranger. He","Top Gun: Maverick"
"216","               wants our budget for his unmanned","Top Gun: Maverick"
"217","               program...","Top Gun: Maverick"
"218","","Top Gun: Maverick"
"219","                         MAVERICK","Top Gun: Maverick"
"220","               Well he’s not gonna get it. Not","Top Gun: Maverick"
"221","               today.","Top Gun: Maverick"
"222","","Top Gun: Maverick"
"223","                         SIMON (MEEK)","Top Gun: Maverick"
"224","               Mav, Cain’s coming down now. He’s","Top Gun: Maverick"
"225","               on his way to shut us down","Top Gun: Maverick"
"226","               personally.","Top Gun: Maverick"
"227","","Top Gun: Maverick"
"228","                         MAVERICK","Top Gun: Maverick"
"229","               He’s not here yet.","Top Gun: Maverick"
"230","                  (re: plane)","Top Gun: Maverick"
"231","               They want Mach ten, let’s give it","Top Gun: Maverick"
"232","               to them. Get her ready to run up at","Top Gun: Maverick"
"233","               eighteen-thirty.","Top Gun: Maverick"
"234","","Top Gun: Maverick"
"235","                         SIMON (MEEK)","Top Gun: Maverick"
"236","               The test wasn’t ‘til nineteen","Top Gun: Maverick"
"237","               hundred.","Top Gun: Maverick"
"238","","Top Gun: Maverick"
"239","                         MAVERICK","Top Gun: Maverick"
"240","               Well, that was before the weather","Top Gun: Maverick"
"241","               changed.","Top Gun: Maverick"
"242","","Top Gun: Maverick"
"243","     The team looks out at the perfectly calm, clear sky.","Top Gun: Maverick"
"244","","Top Gun: Maverick"
"245","                         MAVERICK (CONT’D)","Top Gun: Maverick"
"246","               Gotta get out early if we want to","Top Gun: Maverick"
"247","               beat this storm.","Top Gun: Maverick"
"248","","Top Gun: Maverick"
"249","                         HONDO","Top Gun: Maverick"
"250","               That’s... blue sky up there, Mav.","Top Gun: Maverick"
"251","","Top Gun: Maverick"
"252","                         MAVERICK","Top Gun: Maverick"
"253","               Yeah, but dark blue. Ominous.","Top Gun: Maverick"
"254","","Top Gun: Maverick"
"255","                         JACK (JADED)","Top Gun: Maverick"
"256","                  (catching on)","Top Gun: Maverick"
"257","               Ah. Yeah. Downright menacing.","Top Gun: Maverick"
"258","","Top Gun: Maverick"
"259","                          MATTHEW (SENIOR)","Top Gun: Maverick"
"260","               Scary.","Top Gun: Maverick"
"261","","Top Gun: Maverick"
"262","","Top Gun: Maverick"
"263","","Top Gun: Maverick"
"264","                                                       (CONTINUED)","Top Gun: Maverick"
"265","                        CHERRY 11.25.19 - OFFICIAL              5.","Top Gun: Maverick"
"266","15     CONTINUED: (3)                                            15","Top Gun: Maverick"
"267","                           SIMON (MEEK)","Top Gun: Maverick"
"268","                 Guys, the weather’s fine, I’ve been","Top Gun: Maverick"
"269","                 checking all d-","Top Gun: Maverick"
"270","","Top Gun: Maverick"
"271","       Matthew gives Simon a shoulder tap.","Top Gun: Maverick"
"272","","Top Gun: Maverick"
"273","                           SIMON (MEEK) (CONT’D)","Top Gun: Maverick"
"274","                 Oh... OOOOOH.","Top Gun: Maverick"
"275","","Top Gun: Maverick"
"276","","Top Gun: Maverick"
"277","16     INT. SUIT-UP ROOM - TEST FACILITY - DUSK                  16","Top Gun: Maverick"
"278","","Top Gun: Maverick"
"279","       State of the art. Maverick runs a treadmill. He wears a HIGH-","Top Gun: Maverick"
"280","       TECH OXYGEN MASK and heart monitor. Deep, steady breathing.","Top Gun: Maverick"
"281","","Top Gun: Maverick"
"282","                           HONDO","Top Gun: Maverick"
"283","                 Don’t do this, Mav.","Top Gun: Maverick"
"284","                    (Mav keeps running)","Top Gun: Maverick"
"285","                 Mav, for God’s sake, you don’t need","Top Gun: Maverick"
"286","                 to do this. She hasn’t passed mach","Top Gun: Maverick"
"287","                 eight point five. She’s months away","Top Gun: Maverick"
"288","                 from ten. There’s no way this ends","Top Gun: Maverick"
"289","                 well.","Top Gun: Maverick"
"290","","Top Gun: Maverick"
"291","       But he doesn’t. He just keeps running.","Top Gun: Maverick"
"292","","Top Gun: Maverick"
"293","A17    TIME CUT: Mav finishes dressing in a pressure suit.      A17","Top Gun: Maverick"
"294","","Top Gun: Maverick"
"295","                           HONDO (CONT’D)","Top Gun: Maverick"
"296","                 Hey, you know, Mike called. He’s","Top Gun: Maverick"
"297","                 out in Reno with all those","Top Gun: Maverick"
"298","                 billionaires racing their P-51s.","Top Gun: Maverick"
"299","                 He’s making money hand over fist","Top Gun: Maverick"
"300","                 fixing warbirds, test flying ‘em,","Top Gun: Maverick"
"301","                 too. He needs guys who know their","Top Gun: Maverick"
"302","                 stuff. We’d be rolling in it.","Top Gun: Maverick"
"303","","Top Gun: Maverick"
"304","       But Maverick isn’t listening.","Top Gun: Maverick"
"305","","Top Gun: Maverick"
"306","","Top Gun: Maverick"
"307","AA17   INT. LONG CORRIDOR - DAY                                AA17","Top Gun: Maverick"
"308","","Top Gun: Maverick"
"309","       DOZENS OF DARKSTAR TEAM MEMBERS - a mix of MEN and WOMEN -","Top Gun: Maverick"
"310","       CIVILIANS and MILITARY alike, mill about in a long corridor,","Top Gun: Maverick"
"311","       talking quietly, waiting.","Top Gun: Maverick"
"312","","Top Gun: Maverick"
"313","       A door opens OS and everyone falls silent. All eyes focus on:","Top Gun: Maverick"
"314","","Top Gun: Maverick"
"315","       MAVERICK, clad in his space suit, carrying his oxygen. We","Top Gun: Maverick"
"316","       follow him from behind, watching as the team parts to let him","Top Gun: Maverick"
"317","       pass. Hondo falls in step with him.","Top Gun: Maverick"
"318","","Top Gun: Maverick"
"319","       We move with them in profile.","Top Gun: Maverick"
"320","","Top Gun: Maverick"
"321","","Top Gun: Maverick"
"322","","Top Gun: Maverick"
"323","                                                         (CONTINUED)","Top Gun: Maverick"
"324","                            CHERRY 11.25.19 - OFFICIAL         6.","Top Gun: Maverick"
"325","AA17   CONTINUED:                                             AA17","Top Gun: Maverick"
"326","                              HONDO","Top Gun: Maverick"
"327","                    Now remember. Contact threshold is","Top Gun: Maverick"
"328","                    Mach ten. Not point-one, not point-","Top Gun: Maverick"
"329","                    two. Mach Ten. That should keep the","Top Gun: Maverick"
"330","                    program alive.","Top Gun: Maverick"
"331","                       (off Mav’s nod)","Top Gun: Maverick"
"332","                    I don’t like that look, Mav.","Top Gun: Maverick"
"333","","Top Gun: Maverick"
"334","                              MAVERICK","Top Gun: Maverick"
"335","                    Only one I got.","Top Gun: Maverick"
"336","","Top Gun: Maverick"
"337","       And off Hondo’s sigh we CUT TO:","Top Gun: Maverick"
"338","","Top Gun: Maverick"
"339","","Top Gun: Maverick"
"340","B17    EXT. TEST HANGAR - NIGHT                                   B17","Top Gun: Maverick"
"341","","Top Gun: Maverick"
"342","       The Darkstar is rolled from the hangar into tarmac position.","Top Gun: Maverick"
"343","","Top Gun: Maverick"
"344","","Top Gun: Maverick"
"345","17     EXT. DARKSTAR HANGAR - NIGHT                               17","Top Gun: Maverick"
"346","","Top Gun: Maverick"
"347","       CLOSE ON: Mav’s gloved hand stroking the nose of the","Top Gun: Maverick"
"348","       aircraft.","Top Gun: Maverick"
"349","","Top Gun: Maverick"
"350","       WITH A TECH carrying his O2 unit, Mav does a walk-around","Top Gun: Maverick"
"351","       inspection of the prototype jet. The engineers look on.","Top Gun: Maverick"
"352","","Top Gun: Maverick"
"353","","Top Gun: Maverick"
"354","18     INT. DARKSTAR COCKPIT - NIGHT                              18","Top Gun: Maverick"
"355","","Top Gun: Maverick"
"356","       Maverick STRAPS IN the pilot’s chair. TECHS attach cables and","Top Gun: Maverick"
"357","       hoses, secure Mav to his seat, give his harness a big yank.","Top Gun: Maverick"
"358","       He fist bumps both of them before they step down. Hondo","Top Gun: Maverick"
"359","       remains.","Top Gun: Maverick"
"360","","Top Gun: Maverick"
"361","                              HONDO","Top Gun: Maverick"
"362","                    Now remember. Contact threshold is","Top Gun: Maverick"
"363","                    Mach ten. Not point-one, not point-","Top Gun: Maverick"
"364","                    two. Mach Ten. That should keep the","Top Gun: Maverick"
"365","                    program alive.","Top Gun: Maverick"
"366","                       (off Mav’s nod)","Top Gun: Maverick"
"367","                    I don’t like that look, Mav.","Top Gun: Maverick"
"368","","Top Gun: Maverick"
"369","                              MAVERICK","Top Gun: Maverick"
"370","                    Only one I got.","Top Gun: Maverick"
"371","","Top Gun: Maverick"
"372","19     The canopy LOWERS, drowning him out. Mav gives a thumbs-up.19","Top Gun: Maverick"
"373","       Hondo glares. Gives a reluctant thumbs-up back and hops down.","Top Gun: Maverick"
"374","","Top Gun: Maverick"
"375","       Maverick takes a deep breath, a moment of apprehension as it","Top Gun: Maverick"
"376","       sinks in what he’s about to do.","Top Gun: Maverick"
"377","","Top Gun: Maverick"
"378","                              MAVERICK (CONT’D)","Top Gun: Maverick"
"379","                    Okay.","Top Gun: Maverick"
"380","                       CHERRY 11.25.19 - OFFICIAL               7.","Top Gun: Maverick"
"381","","Top Gun: Maverick"
"382","","Top Gun: Maverick"
"383","A20   INT. MISSION CONTROL - NIGHT - MOMENTS LATER              A20","Top Gun: Maverick"
"384","","Top Gun: Maverick"
"385","      Hondo now has a headset on, amongst Engineers and Techs","Top Gun: Maverick"
"386","      watching satellite feeds, cockpit cameras, etc.","Top Gun: Maverick"
"387","","Top Gun: Maverick"
"388","                          MAVERICK","Top Gun: Maverick"
"389","                Control, this is Darkstar. How do","Top Gun: Maverick"
"390","                you read?","Top Gun: Maverick"
"391","","Top Gun: Maverick"
"392","","Top Gun: Maverick"
"393","20    INT./EXT. COCKPIT/PLANE - NIGHT                            20","Top Gun: Maverick"
"394","","Top Gun: Maverick"
"395","                          HONDO","Top Gun: Maverick"
"396","                Darkstar, Control loud and clear,","Top Gun: Maverick"
"397","                how me?","Top Gun: Maverick"
"398","","Top Gun: Maverick"
"399","                          MAVERICK","Top Gun: Maverick"
"400","                Loud and clear. Ready for APU","Top Gun: Maverick"
"401","                start.","Top Gun: Maverick"
"402","","Top Gun: Maverick"
"403","                          HONDO","Top Gun: Maverick"
"404","                You know Mav, you don’t have to do","Top Gun: Maverick"
"405","                this.","Top Gun: Maverick"
"406","","Top Gun: Maverick"
"407","                          MAVERICK","Top Gun: Maverick"
"408","                I know what happens to the program","Top Gun: Maverick"
"409","                if I don’t.","Top Gun: Maverick"
"410","                   (alt)","Top Gun: Maverick"
"411","                I know what happens to everyone","Top Gun: Maverick"
"412","                else if I don’t.","Top Gun: Maverick"
"413","                   (alt)","Top Gun: Maverick"
"414","                Everyone loses their job if I","Top Gun: Maverick"
"415","                don’t.","Top Gun: Maverick"
"416","                   (alt)","Top Gun: Maverick"
"417","                They’ll scrap the whole program if","Top Gun: Maverick"
"418","                I don’t.","Top Gun: Maverick"
"419","                   (alt)","Top Gun: Maverick"
"420","                Alright sweetheart, one last ride.","Top Gun: Maverick"
"421","","Top Gun: Maverick"
"422","                          HONDO","Top Gun: Maverick"
"423","                Cleared APU start.","Top Gun: Maverick"
"424","","Top Gun: Maverick"
"425","      Mav presses the APU START button and the left engine whines.","Top Gun: Maverick"
"426","","Top Gun: Maverick"
"427","                          MAVERICK","Top Gun: Maverick"
"428","                Good start.","Top Gun: Maverick"
"429","","Top Gun: Maverick"
"430","                          HONDO","Top Gun: Maverick"
"431","                Ready left engine start.","Top Gun: Maverick"
"432","","Top Gun: Maverick"
"433","      Mav flips switch and the left engine whines.","Top Gun: Maverick"
"434","","Top Gun: Maverick"
"435","                          MAVERICK","Top Gun: Maverick"
"436","                Good start.","Top Gun: Maverick"
"437","","Top Gun: Maverick"
"438","","Top Gun: Maverick"
"439","                                                        (CONTINUED)","Top Gun: Maverick"
"440","                          CHERRY 11.25.19 - OFFICIAL            8.","Top Gun: Maverick"
"441","20    CONTINUED:                                                 20","Top Gun: Maverick"
"442","                             HONDO","Top Gun: Maverick"
"443","                   Ready for right engine start.","Top Gun: Maverick"
"444","","Top Gun: Maverick"
"445","      Mav flips switch and the right engine whines.","Top Gun: Maverick"
"446","","Top Gun: Maverick"
"447","                             MAVERICK","Top Gun: Maverick"
"448","                   Good start. Darkstar is ready for","Top Gun: Maverick"
"449","                   taxi.","Top Gun: Maverick"
"450","","Top Gun: Maverick"
"451","","Top Gun: Maverick"
"452","A21   INT. CONTROL ROOM                                         A21","Top Gun: Maverick"
"453","","Top Gun: Maverick"
"454","      Hondo turns to his engineers.","Top Gun: Maverick"
"455","","Top Gun: Maverick"
"456","                             HONDO","Top Gun: Maverick"
"457","                   Thumbs for taxi?","Top Gun: Maverick"
"458","","Top Gun: Maverick"
"459","      The engineers at their consoles give a thumbs up.","Top Gun: Maverick"
"460","","Top Gun: Maverick"
"461","                             HONDO (CONT’D)","Top Gun: Maverick"
"462","                   We are ready for taxi.","Top Gun: Maverick"
"463","","Top Gun: Maverick"
"464","                             MAVERICK (ON RADIO)","Top Gun: Maverick"
"465","                   Taxi-ing.","Top Gun: Maverick"
"466","                      (to plane)","Top Gun: Maverick"
"467","                   Alright, sweetheart. Let’s go for a","Top Gun: Maverick"
"468","                   ride.","Top Gun: Maverick"
"469","","Top Gun: Maverick"
"470","21    With a PRIMAL ROAR, exhaust cones spit plumes of BLUE FIRE.21","Top Gun: Maverick"
"471","","Top Gun: Maverick"
"472","","Top Gun: Maverick"
"473","22    INT/EXT. COCKPIT - NIGHT                                   22","Top Gun: Maverick"
"474","","Top Gun: Maverick"
"475","      Mav is on the radio.","Top Gun: Maverick"
"476","","Top Gun: Maverick"
"477","                             MAVERICK (ON RADIO)","Top Gun: Maverick"
"478","                   Tower, this is Darkstar, we are","Top Gun: Maverick"
"479","                   taxing with information Alpha.","Top Gun: Maverick"
"480","","Top Gun: Maverick"
"481","      Mav is taxi-ing.","Top Gun: Maverick"
"482","","Top Gun: Maverick"
"483","                             TOWER","Top Gun: Maverick"
"484","                   Darkstar, you’re cleared taxi.","Top Gun: Maverick"
"485","                   Runway two-one. Winds two-one-zero","Top Gun: Maverick"
"486","                   at ten.","Top Gun: Maverick"
"487","","Top Gun: Maverick"
"488","                             MAVERICK (ALT)","Top Gun: Maverick"
"489","                   Engine temperatures are looking","Top Gun: Maverick"
"490","                   good.","Top Gun: Maverick"
"491","","Top Gun: Maverick"
"492","                             HONDO","Top Gun: Maverick"
"493","                   Control concurs.","Top Gun: Maverick"
"494","","Top Gun: Maverick"
"495","","Top Gun: Maverick"
"496","","Top Gun: Maverick"
"497","","Top Gun: Maverick"
"498","                                                          (CONTINUED)","Top Gun: Maverick"
"499","                         CHERRY 11.25.19 - OFFICIAL            9.","Top Gun: Maverick"
"500","22   CONTINUED:                                                 22","Top Gun: Maverick"
"501","                            MAVERICK (ALT)","Top Gun: Maverick"
"502","                  Batteries holding at ninety-five","Top Gun: Maverick"
"503","                  percent.","Top Gun: Maverick"
"504","","Top Gun: Maverick"
"505","                            MAVERICK (ALT) (CONT’D)","Top Gun: Maverick"
"506","                  Cabin pressure looks good.","Top Gun: Maverick"
"507","","Top Gun: Maverick"
"508","                               MAVERICK (ALT) (CONT’D)","Top Gun: Maverick"
"509","                  Defog set.","Top Gun: Maverick"
"510","","Top Gun: Maverick"
"511","                            MAVERICK (ALT) (CONT’D)","Top Gun: Maverick"
"512","                  Hey Hondo, make a note, right main","Top Gun: Maverick"
"513","                  feels a little stiff.","Top Gun: Maverick"
"514","","Top Gun: Maverick"
"515","                            HONDO","Top Gun: Maverick"
"516","                  Copy. We’ll make a note.","Top Gun: Maverick"
"517","","Top Gun: Maverick"
"518","                            MAVERICK (ALT)","Top Gun: Maverick"
"519","                  I like the new LEDs on the Mach","Top Gun: Maverick"
"520","                  gauge. Good job.","Top Gun: Maverick"
"521","","Top Gun: Maverick"
"522","                            HONDO","Top Gun: Maverick"
"523","                  Glad to hear you like it.","Top Gun: Maverick"
"524","","Top Gun: Maverick"
"525","                            MAVERICK (ALT)","Top Gun: Maverick"
"526","                  Checking CG control.","Top Gun: Maverick"
"527","","Top Gun: Maverick"
"528","                            HONDO","Top Gun: Maverick"
"529","                  Showing good checks.","Top Gun: Maverick"
"530","","Top Gun: Maverick"
"531","                            MAVERICK","Top Gun: Maverick"
"532","                  CG at nineteen percent.","Top Gun: Maverick"
"533","","Top Gun: Maverick"
"534","                            MAVERICK (ALT (CONT’D)","Top Gun: Maverick"
"535","                  Fuel temp’s are looking good.","Top Gun: Maverick"
"536","","Top Gun: Maverick"
"537","                            HONDO","Top Gun: Maverick"
"538","                  Control concurs.","Top Gun: Maverick"
"539","","Top Gun: Maverick"
"540","                            MAVERICK (ALT)","Top Gun: Maverick"
"541","                  Hydrogen pressure at thirty-five","Top Gun: Maverick"
"542","                  PSI.","Top Gun: Maverick"
