"","line","movie"
"226","        The Major stands up, walks towards Stan.","Nightmare Alley"
"227","","Nightmare Alley"
"228","                              THE MAJOR","Nightmare Alley"
"229","                    You... you’re the cluck from the bus stop-","Nightmare Alley"
"230","                    You followed me here, didn’t ya? Why?","Nightmare Alley"
"231","","Nightmare Alley"
"232","        BRUNO approaches.","Nightmare Alley"
"233","","Nightmare Alley"
"234","                              BRUNO","Nightmare Alley"
"235","                    What’s your pitch, Pal? You on the level?","Nightmare Alley"
"236","                    You need work?","Nightmare Alley"
"237","","Nightmare Alley"
"238","                              THE MAJOR","Nightmare Alley"
"239","                    He’s just peddlin’ applesauce-","Nightmare Alley"
"240","","Nightmare Alley"
"241","                              BRUNO","Nightmare Alley"
"242","                    Major... Major, gimme a minute. Alright,","Nightmare Alley"
"243","                    we got a storm coming through- I gotta","Nightmare Alley"
"244","                    load out fast and I’m short a few guys-","Nightmare Alley"
"245","                    It’s hard work. You get a dollar- you","Nightmare Alley"
"246","                    move on- No moochin’ around- Savvy?","Nightmare Alley"
"247","Nightmare Alley - FINAL SHOOTING SCRIPT - 12-1-21                 5.","Nightmare Alley"
"248","","Nightmare Alley"
"249","","Nightmare Alley"
"250","9       EXT. CARNIVAL GROUNDS - NIGHT                                  9","Nightmare Alley"
"251","","Nightmare Alley"
"252","        Now it’s raining like hell. A deluge.","Nightmare Alley"
"253","","Nightmare Alley"
"254","        STAN helps load heavy wooden poles into a truck-","Nightmare Alley"
"255","","Nightmare Alley"
"256","        A crew (led by BRUNO) dismantles the main tent-","Nightmare Alley"
"257","","Nightmare Alley"
"258","                               BRUNO","Nightmare Alley"
"259","                     Alright friends - on the count of three.","Nightmare Alley"
"260","                     Ready... one, two, three... let her down!","Nightmare Alley"
"261","","Nightmare Alley"
"262","        -STAN helps.","Nightmare Alley"
"263","","Nightmare Alley"
"264","        The entire carnival is being taken apart.","Nightmare Alley"
"265","","Nightmare Alley"
"266","10      EXT. EMPTY GROUNDS - PAYMENT TENT - NIGHT                      10","Nightmare Alley"
"267","","Nightmare Alley"
"268","        Rain has waned to a drizzle. Trucks are moving. Stan stands","Nightmare Alley"
"269","        at the end of the line and gets paid in by CLEM.","Nightmare Alley"
"270","","Nightmare Alley"
"271","        Stan examines the coins in his hand.","Nightmare Alley"
"272","","Nightmare Alley"
"273","                               BRUNO","Nightmare Alley"
"274","                     Want I should help you count it,","Nightmare Alley"
"275","                     Rockefeller?","Nightmare Alley"
"276","","Nightmare Alley"
"277","                                CLEM","Nightmare Alley"
"278","                     It was a dollar - Minus the till for the","Nightmare Alley"
"279","                     Geek show-","Nightmare Alley"
"280","                         (beat)","Nightmare Alley"
"281","                     ‘At’s right- I clocked you, cluck.","Nightmare Alley"
"282","","Nightmare Alley"
"283","        STAN moves away.","Nightmare Alley"
"284","","Nightmare Alley"
"285","                                 CLEM (CONT'D)","Nightmare Alley"
"286","                     Hey- Hey!","Nightmare Alley"
"287","","Nightmare Alley"
"288","        Clem walks towards STAN-","Nightmare Alley"
"289","","Nightmare Alley"
"290","                               CLEM (CONT'D)","Nightmare Alley"
"291","                     I’ll give you five for the radio.","Nightmare Alley"
"292","","Nightmare Alley"
"293","        BRUNO closes the TALLY and a TIN BOX with the money-","Nightmare Alley"
"294","","Nightmare Alley"
"295","        Clem produces a five dollar bill from a THICK ROLL of money-","Nightmare Alley"
"296","","Nightmare Alley"
"297","                               CLEM (CONT'D)","Nightmare Alley"
"298","                     Tell you what: We’re joining another","Nightmare Alley"
"299","                     carnival about twenty miles down the road-","Nightmare Alley"
"300","                     I’ll give you the five- plus a nice, hot","Nightmare Alley"
"301","                     meal when we get there-","Nightmare Alley"
"302","","Nightmare Alley"
"303","        Stan nods.","Nightmare Alley"
"304","Nightmare Alley - FINAL SHOOTING SCRIPT - 12-1-21               6.","Nightmare Alley"
"305","","Nightmare Alley"
"306","","Nightmare Alley"
"307","11      EXT. BUNGALOWS AND EMPTY LOT - NIGHT                            11","Nightmare Alley"
"308","","Nightmare Alley"
"309","        The trucks arrive at the edge of a small town- park amidst a","Nightmare Alley"
"310","        small dusty field- next to low rent bungalows. PART OF THE","Nightmare Alley"
"311","        CARNIVAL is already up.","Nightmare Alley"
"312","","Nightmare Alley"
"313","        STAN climbs out of the truck.","Nightmare Alley"
"314","","Nightmare Alley"
"315","12      INT. REFECTORY TENT - NIGHT                                     12","Nightmare Alley"
"316","","Nightmare Alley"
"317","        Under a dingy tarp, Stan takes some cornbread, beans, coffee","Nightmare Alley"
"318","        and eggs.","Nightmare Alley"
"319","","Nightmare Alley"
"320","        RAIN PICKS UP.","Nightmare Alley"
"321","","Nightmare Alley"
"322","        A guy, FUNHOUSE JACK (lean, 30’s, in tank top and hat) strums","Nightmare Alley"
"323","        the blues on his guitar- SNAKE MAN (a tall, lanky African","Nightmare Alley"
"324","        American in his early 30’s) by his side-","Nightmare Alley"
"325","","Nightmare Alley"
"326","        BRUNO and The Major are having breakfast with MOLLY. Molly","Nightmare Alley"
"327","        stands up, walks out of the tent. She glances at Stan as she","Nightmare Alley"
"328","        passes.","Nightmare Alley"
"329","","Nightmare Alley"
"330","        Stan looks up and watches her go.","Nightmare Alley"
"331","","Nightmare Alley"
"332","        A whistle!!","Nightmare Alley"
"333","","Nightmare Alley"
"334","        Many of the Carny folk move away in a hurry-","Nightmare Alley"
"335","","Nightmare Alley"
"336","                              CLEM","Nightmare Alley"
"337","                    Come on, fellas! I need help! Chop chop!","Nightmare Alley"
"338","","Nightmare Alley"
"339","        It’s CLEM- handing BATONS and FLASHLIGHTS to WORKERS.","Nightmare Alley"
"340","","Nightmare Alley"
"341","                              CLEM (CONT'D)","Nightmare Alley"
"342","                    Hey! You! Radio Flyer- come here!","Nightmare Alley"
"343","","Nightmare Alley"
"344","        STAN goes to CLEM.","Nightmare Alley"
"345","","Nightmare Alley"
"346","                              CLEM (CONT'D)","Nightmare Alley"
"347","                    The Geek- he got loose- if you see him,","Nightmare Alley"
"348","                    don’t take him on your own.","Nightmare Alley"
"349","","Nightmare Alley"
"350","        STAN is handed a flashlight, a whistle and a baton-","Nightmare Alley"
"351","","Nightmare Alley"
"352","                              CLEM (CONT'D)","Nightmare Alley"
"353","                    Let’s get this fucker-","Nightmare Alley"
"354","","Nightmare Alley"
"355","13      EXT. TENT ENCAMPMENT - NIGHT                                    13","Nightmare Alley"
"356","","Nightmare Alley"
"357","        STAN, CLEM, BRUNO, SNAKE MAN, and OTHERS, move through the","Nightmare Alley"
"358","        tents, flashlights in hand.","Nightmare Alley"
"359","Nightmare Alley - FINAL SHOOTING SCRIPT - 12-1-21                 7.","Nightmare Alley"
"360","","Nightmare Alley"
"361","","Nightmare Alley"
"362","        They use their batons to beat the tarps- their flashlights to","Nightmare Alley"
"363","        illuminate the undercarriages.","Nightmare Alley"
"364","","Nightmare Alley"
"365","                              WORKER","Nightmare Alley"
"366","                    He’s under the truck!","Nightmare Alley"
"367","","Nightmare Alley"
"368","        Stan and Clem look under the truck.","Nightmare Alley"
"369","","Nightmare Alley"
"370","                              CLEM","Nightmare Alley"
"371","                    No, keep going! To the funhouse!","Nightmare Alley"
"372","","Nightmare Alley"
"373","        Stan runs off.","Nightmare Alley"
"374","","Nightmare Alley"
"375","14      EXT. FUNHOUSE - NIGHT                                           14","Nightmare Alley"
"376","","Nightmare Alley"
"377","        STAN approaches the Funhouse-","Nightmare Alley"
"378","","Nightmare Alley"
"379","        FUNHOUSE JACK runs up.","Nightmare Alley"
"380","","Nightmare Alley"
"381","                              FUNHOUSE JACK","Nightmare Alley"
"382","                    Hurry! I’ll let you in.","Nightmare Alley"
"383","","Nightmare Alley"
"384","        FUNHOUSE JACK climbs up- pushes the pedal and opens the","Nightmare Alley"
"385","        doors.","Nightmare Alley"
"386","","Nightmare Alley"
"387","15      INT. FUNHOUSE - CONTINUOUS                                      15","Nightmare Alley"
"388","","Nightmare Alley"
"389","        They enter.","Nightmare Alley"
"390","","Nightmare Alley"
"391","        FUNHOUSE JACK pushes a pedal- The doors close behind them.","Nightmare Alley"
"392","","Nightmare Alley"
"393","        Rain LEAKS everywhere- offering little protection against the","Nightmare Alley"
"394","        downpour.","Nightmare Alley"
"395","","Nightmare Alley"
"396","        They stand in the darkness. Noises.","Nightmare Alley"
"397","","Nightmare Alley"
"398","                               FUNHOUSE JACK","Nightmare Alley"
"399","                    You go in there. If you see him, push him","Nightmare Alley"
"400","                    through-","Nightmare Alley"
"401","                        (beat)","Nightmare Alley"
"402","                    I’ll meet you the other side-","Nightmare Alley"
"403","","Nightmare Alley"
"404","        FUNHOUSE JACK turns on the attraction. ALL THE FIGURES AND","Nightmare Alley"
"405","        LIGHTS ACTIVATE!!!","Nightmare Alley"
"406","","Nightmare Alley"
"407","        Funhouse Jack leaves through the doors.","Nightmare Alley"
"408","","Nightmare Alley"
"409","        STAN moves through the whirling barrel-","Nightmare Alley"
"410","","Nightmare Alley"
"411","        -the HALL OF MIRRORS-","Nightmare Alley"
"412","","Nightmare Alley"
"413","        A noise- Stan turns around-","Nightmare Alley"
"414","Nightmare Alley - FINAL SHOOTING SCRIPT - 12-1-21                   8.","Nightmare Alley"
"415","","Nightmare Alley"
"416","","Nightmare Alley"
"417","        A GIANT DEVIL’S FACE opens its jaws wide, revealing an","Nightmare Alley"
"418","        entrance. Stan walks into Hell-","Nightmare Alley"
"419","","Nightmare Alley"
"420","        -spots the GEEK crouched in the corner-","Nightmare Alley"
"421","","Nightmare Alley"
"422","        -A thin man, wiry, wild-eyed- CHEST COVERED IN SCARS!!","Nightmare Alley"
"423","","Nightmare Alley"
"424","                              STAN","Nightmare Alley"
"425","                    Hey, Pal- Everybody’s lookin for you- I’m","Nightmare Alley"
"426","                    not going to blow the whistle, you didn’t","Nightmare Alley"
"427","                    do nothing against me. Why don’t you come","Nightmare Alley"
"428","                    on out? Come on, I’m not going to hurt","Nightmare Alley"
"429","                    you.","Nightmare Alley"
"430","","Nightmare Alley"
"431","                              GEEK","Nightmare Alley"
"432","                    I’mnotlikethisI’mnotlikethisI’mnotlikethis...","Nightmare Alley"
"433","","Nightmare Alley"
"434","        STAN looks at the geek- his eyes- slightly misaligned and- at","Nightmare Alley"
"435","        one corner of his mouth- A GLINT- a gold tooth.","Nightmare Alley"
"436","","Nightmare Alley"
"437","        The Geek picks up a rock.","Nightmare Alley"
"438","","Nightmare Alley"
"439","                              GEEK (CONT'D)","Nightmare Alley"
"440","                    Imnotlikethis-","Nightmare Alley"
"441","","Nightmare Alley"
"442","        The GEEK attacks Stan, bashing his head with the rock-","Nightmare Alley"
"443","        knocking him down.","Nightmare Alley"
"444","","Nightmare Alley"
"445","        The GEEK makes a dash for the exit-","Nightmare Alley"
"446","","Nightmare Alley"
"447","        Doors open: CLEM shows up-","Nightmare Alley"
"448","","Nightmare Alley"
"449","                              CLEM","Nightmare Alley"
"450","                    Easy! Easy-","Nightmare Alley"
"451","","Nightmare Alley"
"452","        The GEEK turns and runs towards STAN- STAN takes him down and","Nightmare Alley"
"453","        thrashes him, hits him twice- hard-","Nightmare Alley"
"454","","Nightmare Alley"
"455","                              CLEM (CONT'D)","Nightmare Alley"
"456","                    Hey! Hey! You’re gonna kill him!","Nightmare Alley"
"457","","Nightmare Alley"
"458","        STAN turns around- mad eyes.","Nightmare Alley"
"459","","Nightmare Alley"
"460","                              CLEM (CONT'D)","Nightmare Alley"
"461","                    Jesus, Kid-","Nightmare Alley"
"462","","Nightmare Alley"
"463","        Clem kneels next to the Geek.","Nightmare Alley"
"464","","Nightmare Alley"
"465","        FUNHOUSE JACK arrives.","Nightmare Alley"
"466","","Nightmare Alley"
"467","                              FUNHOUSE JACK","Nightmare Alley"
"468","                    Oh, Jesus, is he dead? I don’t need no","Nightmare Alley"
"469","                    shooflies in here, Clem- get him out of","Nightmare Alley"
"470","                    here-","Nightmare Alley"
"471","Nightmare Alley - FINAL SHOOTING SCRIPT - 12-1-21                9.","Nightmare Alley"
"472","","Nightmare Alley"
"473","","Nightmare Alley"
"474","16      INT. TEN-IN-ONE - NIGHT                                         16","Nightmare Alley"
"475","","Nightmare Alley"
"476","        STAN and CLEM drag the GEEK into the cage.","Nightmare Alley"
"477","","Nightmare Alley"
"478","                              CLEM","Nightmare Alley"
"479","                    -in the back... in the cage, in the back-","Nightmare Alley"
"480","","Nightmare Alley"
"481","        He starts coming to. They hurry out as the Geek howls,","Nightmare Alley"
"482","        gnashes his teeth, twists. He charges against the men-","Nightmare Alley"
"483","","Nightmare Alley"
"484","                              CLEM (CONT'D)","Nightmare Alley"
"485","                    Out! Out! Go! Go! Go!","Nightmare Alley"
"486","","Nightmare Alley"
"487","        -CLEM closes the barred door just in time.","Nightmare Alley"
"488","","Nightmare Alley"
"489","        The Geek slams his head against the metal bars, extends his","Nightmare Alley"
"490","        hand- stretching it!!","Nightmare Alley"
"491","","Nightmare Alley"
"492","                              CLEM (CONT'D)","Nightmare Alley"
"493","                    Back! Back! Back! Back!","Nightmare Alley"
"494","","Nightmare Alley"
"495","        Clem hits him with the baton and the Geek falls back. The","Nightmare Alley"
"496","        Geek BLEEDS profusely and whimpers like a beaten dog.","Nightmare Alley"
"497","","Nightmare Alley"
"498","                              CLEM (CONT'D)","Nightmare Alley"
"499","                    “... Step right up and behold- one of","Nightmare Alley"
"500","                    the unexplained mysteries of the","Nightmare Alley"
"501","                    universe. Is he man or beast?...”","Nightmare Alley"
"502","","Nightmare Alley"
"503","                              GEEK","Nightmare Alley"
"504","                    ImnotlikethisImnotlikethis...","Nightmare Alley"
"505","","Nightmare Alley"
"506","        Clem locks the cage.","Nightmare Alley"
"507","","Nightmare Alley"
"508","        Stan lights a cigarette with a STRIKE MATCH (using his thumb","Nightmare Alley"
"509","        to light it). Takes a puff.","Nightmare Alley"
"510","","Nightmare Alley"
"511","        CLEM takes a pocket hankie and cleans his shoes.","Nightmare Alley"
"512","","Nightmare Alley"
"513","                               CLEM","Nightmare Alley"
"514","                    Folks’ll pay good money just to make","Nightmare Alley"
"515","                    ‘emselves feel better. Look down on this","Nightmare Alley"
"516","                    fucker grind some chicken gristle.","Nightmare Alley"
"517","                        (beat)","Nightmare Alley"
"518","                    How’s your head? Turn-","Nightmare Alley"
"519","","Nightmare Alley"
"520","        Stan does. Clem checks his bleeding scalp- Stan flinches away","Nightmare Alley"
"521","        from him-","Nightmare Alley"
"522","","Nightmare Alley"
"523","        Clem motions past the JARS OF PICKLED PUNKS.","Nightmare Alley"
"524","Nightmare Alley - FINAL SHOOTING SCRIPT - 12-1-21                 10.","Nightmare Alley"
"525","","Nightmare Alley"
"526","","Nightmare Alley"
"527","                              CLEM (CONT'D)","Nightmare Alley"
"528","                    You can find a mattress over there behind","Nightmare Alley"
"529","                    those jars. You can sleep there tonight.","Nightmare Alley"
"530","                    Stay out of the rain.","Nightmare Alley"
"531","","Nightmare Alley"
"532","        Stan walks through.","Nightmare Alley"
"533","","Nightmare Alley"
"534","                              CLEM (CONT'D)","Nightmare Alley"
"535","                    Go on, go on - around the corner.","Nightmare Alley"
"536","","Nightmare Alley"
"537","        Stan walks around the corner, where there’s a small cot.","Nightmare Alley"
"538","","Nightmare Alley"
"539","                              CLEM (CONT'D)","Nightmare Alley"
"540","                    Would a steady job be of interest to you,","Nightmare Alley"
"541","                    Young Buck? Folks here, they don’t make","Nightmare Alley"
"542","                    no nevermind who you are and what you","Nightmare Alley"
"543","                    done.","Nightmare Alley"
"544","","Nightmare Alley"
"545","        Clem walks away, leaving Stan.","Nightmare Alley"
"546","","Nightmare Alley"
"547","17      INT. SHACK (DREAM)                                              17","Nightmare Alley"
"548","","Nightmare Alley"
"549","        The shack is on fire. Flames in reverse.","Nightmare Alley"
"550","","Nightmare Alley"
"551","18      INT. SHACK - DUSK (FLASHBACK)                                   18","Nightmare Alley"
"552","","Nightmare Alley"
